"","DLDR_0107","DLDR_0085","DLDR_0120","DLDR_0176","DLDR_0117","DLDR_0132","DLDR_0127","DLDR_0135","DLDR_0153","DLDR_0133","DLDR_0121","DLDR_0062","DLDR_0039","DLDR_0139","DLDR_0162","DLDR_0159","DLDR_0164","DLDR_0168","DLDR_0129","DLDR_0158","DLDR_0136","DLDR_0122","DLDR_0079","DLDR_0174","DLDR_0137","DLDR_0116","DLDR_0038","DLDR_0142","DLDR_0043","DLDR_0102","DLDR_0092","DLDR_0140","DLDR_0150","DLDR_0088","DLDR_0151","DLDR_0101","DLDR_0143","DLDR_0095","DLDR_0156","DLDR_0094","DLDR_0046","DLDR_0109","DLDR_0106","DLDR_0110","DLDR_0123","DLDR_0171","DLDR_0105","DLDR_0061","DLDR_0084","DLDR_0175","DLDR_0126","DLDR_0146","DLDR_0145","DLDR_0154","DLDR_0166","DLDR_0089","DLDR_0078","DLDR_0124","DLDR_0042","DLDR_0114","DLDR_0096","DLDR_0115","DLDR_0076","DLDR_0097","DLDR_0155","DLDR_0100","DLDR_0161","DLDR_0074","DLDR_0170","DLDR_0080","DLDR_0040","DLDR_0141","DLDR_0131","DLDR_0108","DLDR_0177","DLDR_0152","DLDR_0181","DLDR_0169","DLDR_0130"
"4074",3.112370847,4.359910759,4.191618064,3.376481203,3.064084493,4.529336227,3.680716425,1.682341092,2.662539891,3.13902624,3.119560844,3.596335529,3.001392095,2.644617335,2.653109312,3.65704411,3.537908724,2.750050622,3.390276859,2.72130228,3.281072896,4.223679698,3.48416735,2.712488335,3.162729201,4.389960899,2.541217001,3.181927181,3.156562749,3.176495283,4.512375964,4.110202597,3.078756626,4.676149228,2.959171026,3.498180468,3.565981401,3.788437754,2.360248611,4.164304813,3.148671214,3.960387999,3.825354924,3.604331228,2.425762783,2.401241613,3.025799924,2.787835908,3.296988148,1.801476584,2.733746622,2.338290964,3.294675618,3.145781882,3.163338629,3.417678995,2.672982056,3.525923445,2.88234363,3.65828445,3.636479423,3.483105528,5.051879621,4.71954953,2.014873351,5.09471289,2.732569229,2.946204998,3.565066083,3.84555504,2.856124381,1.863293726,3.561923945,4.061895857,3.181505804,2.75554062,4.952864599,2.497182978,3.442316181
"4079",3.889573573,4.180542767,4.74306832,3.984307812,4.326757819,4.879411202,3.612299962,3.873024654,3.586988858,3.875991834,3.539044249,4.091005047,3.880986245,3.324154649,3.934096387,4.027917493,3.800257927,3.956187152,4.070436098,3.747391509,2.763264143,3.988612444,4.269297049,4.415160752,3.854606906,4.983203957,4.049088974,3.768717035,4.538708366,4.465508756,4.5046713,4.110202597,4.020174905,5.27118545,3.931372573,4.641891366,4.130688756,4.410437634,4.127339662,4.366331476,4.003956775,5.426284021,3.761402292,4.081282669,3.377721884,3.871015176,4.178321879,3.953899747,3.520531503,3.529930678,3.592441528,3.539278021,3.939487973,3.763609016,4.099613031,4.075027421,3.747749824,4.170873947,4.237608909,4.859103459,3.908682144,4.092479695,5.007371359,4.71954953,3.80937885,5.840048022,3.950075295,4.549337701,3.601707927,5.063562367,4.466849978,3.461739456,3.840738934,4.626159365,4.617361774,3.530587959,5.631334544,4.319837036,4.056287129
"4114",4.024756199,4.850491608,5.834788725,4.519004257,5.32766035,4.845222515,4.76478069,4.663929055,4.563529885,5.040098999,5.304578995,6.72974306,5.910676638,4.453646889,4.666131793,4.984848771,4.859014536,4.728676971,4.949007819,4.65944381,4.166103172,5.076216955,4.244368652,4.913279993,4.329287352,5.697778281,5.524405277,4.9390478,5.88046144,4.584737221,4.997253821,3.603923446,4.560255807,5.564337869,3.885749956,5.773752927,4.237868845,4.882506078,4.225059483,4.38712744,6.480022027,5.19538285,3.753205139,5.142535631,4.875425069,4.340292263,4.710989872,6.323632352,4.530848794,4.958773977,4.524239327,4.456054545,4.539663568,4.329674486,4.944158513,6.124806469,4.602208981,5.065880799,6.053655838,5.981710671,4.731804382,5.184681078,5.342050156,4.7610688,5.086446671,4.598755395,4.708900323,4.667174192,4.461714851,5.525131249,5.987156987,4.865831449,5.218321584,5.15153307,4.974409569,4.160125755,6.40910794,4.683759219,4.95300592
"4118",4.957396187,4.925670731,4.605798602,4.914598841,4.660554094,4.879411202,4.75327359,5.230241498,5.435847332,4.870300722,4.567613401,5.149479896,5.24526063,5.445254224,5.056419426,5.151808801,5.23866458,5.049168834,5.13999748,5.022013889,5.038600634,4.794245978,4.685106662,5.269752847,5.318007427,4.638960826,4.971567556,5.495051617,5.069223083,5.12964147,4.949810831,4.875356735,5.959791178,4.765734241,5.258903374,4.712403586,4.98444329,5.163271711,5.129282686,4.91684783,4.862016111,4.727847622,5.21226305,5.276434346,5.053145333,5.235041787,4.898380697,4.952794657,5.132844492,5.388794506,5.144030591,5.076000023,5.296666916,5.000779493,5.33524128,4.923024327,4.725723518,4.939494045,5.079081463,4.792377346,4.885651175,4.829445289,5.311867151,4.859922187,5.151245792,4.792324981,4.892022627,5.030114003,5.248636181,5.213587811,4.729580371,5.54485385,4.813316239,4.856867055,4.967940074,5.598779173,4.747882861,5.237374876,5.136777047
"4119",8.559718501,8.002199916,7.728675031,8.260607824,7.789468664,8.211775358,7.895986292,8.237597086,8.218381082,8.098343684,7.899300462,7.438460887,7.719690335,8.233727968,8.056242787,8.078382964,8.231216964,7.989766136,8.254773757,8.218294516,7.947308679,8.189644053,7.894121851,8.210353564,8.227763955,8.07674725,7.488586666,8.513831798,7.747752956,7.943385309,7.889150224,7.531493835,8.454697949,7.423260247,8.62943535,7.953718871,8.145218459,8.285057843,8.384651255,8.687866769,7.882705284,7.845021131,8.552463695,8.047388041,8.100656592,8.303454036,8.295145271,7.610863839,7.908239673,7.897649124,8.463749451,8.165429015,8.253492663,8.301416226,8.182689111,7.670693591,7.766750786,8.488419802,7.653332807,7.633957511,8.246515914,7.507214584,7.627682122,8.26627504,8.128866929,7.659423617,8.171090442,8.058778292,8.111042395,7.81639194,7.937183626,8.3598803,8.170192842,7.916329182,8.147200616,8.191967388,7.647658715,8.338360036,7.953686276
"4211",6.534223168,6.316339968,5.652606492,6.364330903,5.906897265,6.475592227,6.159075201,6.478451257,6.492844893,6.203362356,6.081207036,5.745459212,6.097586708,6.723776872,6.378630097,6.26633594,6.193064814,6.211195655,6.41991052,6.214792544,6.480472926,6.292118779,5.980391,6.000123253,6.402669824,6.132126214,5.927153036,6.475604249,5.822015167,6.153258575,6.229417988,6.042318019,6.587264237,5.94842056,6.509770964,6.039728608,6.111085352,6.070249979,6.690754382,6.434724512,5.88994612,5.769667798,6.260050949,6.092455011,6.24432403,6.171804504,6.139279778,5.927703676,6.149678931,6.04044323,6.494502376,6.533606088,6.397528596,6.419717101,6.111201006,5.945024795,6.046171166,6.513653469,6.118720281,5.853386574,6.105198043,5.818755011,5.816339734,6.386389038,6.399590123,5.942709796,6.031262246,6.118565956,6.253681834,5.981764355,5.877549228,6.829240559,6.497335828,6.154427143,6.111326155,6.801661166,6.144912412,6.137877567,6.492496414
"4220",7.077649857,6.784142808,6.304456848,7.229526637,6.781750626,6.616038888,6.940900593,7.017278247,6.980044799,6.997137801,6.687102286,6.827865943,7.155543511,6.849943723,7.042576262,6.799345386,7.049447404,6.849664871,7.02047721,7.022548122,7.058154668,6.784914824,6.547313644,7.197655786,7.136642274,6.650823211,6.846511361,7.577896998,6.996764549,6.591871722,6.385447291,6.205635101,7.181408946,5.824899343,7.405023054,6.811529578,6.856298153,6.334803196,7.072349607,7.038089248,6.89270961,6.419644502,7.211141349,7.090403439,6.930577435,7.21414608,6.901919318,6.949197257,6.862340243,7.199843051,7.349160666,6.968999055,7.161698317,7.036627511,6.962613587,6.281989802,7.008657481,6.844328473,6.889741084,6.433157061,7.095911041,6.687626598,6.471930439,6.629946069,7.353863253,5.631670017,7.149073221,6.80550948,6.708986504,6.862692941,6.986202929,7.219854188,6.611413193,6.540996677,6.902445974,7.298795792,5.56203926,7.151908055,6.779162632
"4269",6.247332955,6.216748861,5.16568516,6.032637597,5.51204883,5.487832675,5.522795442,6.43412769,6.240122861,5.906897876,5.89778673,5.519848346,6.087948626,5.977063302,5.804645136,6.026364259,5.900364626,6.263326672,5.92325324,6.353740334,5.914239043,5.768526329,5.298350713,6.081097331,6.130852186,5.255963593,5.95911067,6.611123078,6.095162204,5.692965491,5.64708255,5.394111085,6.388150367,5.42175374,6.481295796,5.254967503,6.047681092,5.2794569,5.91961693,5.977242428,5.960715924,5.470234341,5.948032132,5.860365245,6.089887852,6.343671733,6.238895399,5.6589208,6.51794061,5.810289654,6.322730175,6.180284826,6.226327335,5.96825359,5.946747855,4.756931188,5.863227041,5.530802364,6.310785381,5.554392709,6.076429492,5.642598056,5.35394874,5.660436437,6.014251365,4.726134701,6.340818582,6.075331277,6.097274784,5.644441025,6.080703458,6.397418475,6.128460972,5.824526335,6.081670536,6.637068385,4.887720574,5.798144451,5.88520024
"4274",2.619150915,5.431876881,4.114186577,2.723086977,3.16448639,4.449657972,2.1198496,3.413020423,0.954720642,2.202003673,2.250030776,3.117972095,2.14309018,2.959490672,1.630507883,2.233954338,1.711938124,2.976478556,2.611873311,2.309770724,2.113321611,3.51374431,2.979447137,0.985172911,1.980137788,4.745467586,2.001288254,3.256750358,1.749387367,4.265871091,4.647957176,3.179667416,2.511161258,6.015018309,1.808391073,3.84161638,2.893384626,4.504793068,2.55784857,4.778092355,2.111196508,5.084875166,4.295057399,3.571087936,2.266039095,1.304668353,3.164246694,2.180389394,3.161900525,1.258334259,1.794571815,1.92820268,2.270563162,3.797858578,2.108890845,2.502291223,2.475945208,3.815430062,2.577489049,4.464032509,3.841878773,3.40209084,4.688265623,5.593061001,1.753827498,6.158843227,2.953741612,2.957134558,3.408416625,3.84555504,2.775954033,2.088586038,1.962239939,4.337887668,2.884524066,3.451588569,4.123850796,1.614315611,3.254832809
"4333",8.489924653,8.117138942,7.632235745,8.216228338,7.834611984,8.10529873,7.834862985,8.569053806,8.407030532,8.1700481,8.049421962,7.940077583,8.133313116,8.54268408,8.195239028,8.285832851,8.14850246,8.146179658,8.256684612,8.292819661,8.319124792,8.267639673,8.079077225,8.081800228,8.317724296,7.898775595,8.101484585,8.356871844,8.091300943,8.265552439,8.136970665,7.796640312,8.668184232,7.668728965,8.634185323,7.957871261,8.261136903,8.223637592,8.549710501,8.345065289,8.12862358,7.917997652,8.293115089,7.778449319,8.183331117,8.28141972,8.146755673,7.928968643,8.158854819,8.247667931,8.183260608,8.624265113,8.365397019,8.201813938,8.254812108,8.136987413,7.948908411,8.384713126,8.165502155,7.875515166,8.164832116,7.843656775,7.90847456,8.213039794,8.381979262,7.837698993,8.002124753,7.997563865,8.306836516,8.200916164,8.208504455,8.720398608,8.11822575,8.269014494,8.13930525,8.606625101,7.937254763,8.212043586,7.968124627
"4353",6.765716575,5.639664295,5.839170491,6.209937155,5.985630617,6.455335646,6.25398889,6.463320599,6.608162881,6.185140516,6.215033841,6.17093486,6.417231581,6.516685295,6.218630725,6.131242934,6.731388454,6.18876095,6.480031512,5.968675444,6.10769038,6.477733314,5.522256186,6.458382571,6.432264606,6.336318646,6.324750315,6.637363795,6.008277662,5.562082015,6.074099922,5.799150657,6.557123889,5.559648716,6.552369676,5.917133017,6.522122878,6.148067911,6.475471272,6.410804936,6.703522397,5.712490582,6.182811566,5.886274453,6.887197549,6.417368486,5.911079317,6.397782539,6.122648725,6.443067946,6.326167893,6.425753805,6.489187618,6.355055551,5.984200449,5.429731655,6.143532766,6.411545424,6.199893284,5.572401619,6.374627069,5.459525471,5.777109959,5.938930061,6.514884139,5.542171867,6.151070584,5.865113569,6.342963563,5.77776307,6.345623675,6.60305057,6.346077131,5.929623397,6.042183786,6.327656241,4.400960387,6.525171473,6.391667024
"4406",3.082927069,4.470049384,4.626226484,3.667662938,3.872058199,4.767027785,3.414641565,3.510454574,2.930473096,3.516663767,3.722225347,4.099356416,3.425386488,2.821043902,3.626706313,4.092677651,3.277338358,3.531581768,3.578039716,3.594813751,3.018386505,3.653983954,4.049476735,3.564782177,2.572713473,4.343938016,4.073625196,3.03175144,4.638042391,3.698641676,3.922602872,3.945927317,3.342622796,4.568233889,3.002563621,3.920328356,3.366266199,3.848558746,3.340257135,3.494042644,4.100611757,4.1945643,2.732506146,3.932162607,3.671367383,3.310206537,3.58633895,4.147924998,3.231024886,3.903838302,2.902904437,3.732731558,3.502188863,3.332597881,4.380633183,4.025058962,3.776604687,3.602072784,4.617434377,5.076597081,3.280650921,4.509935795,4.539912944,4.27972893,2.917113302,4.089457164,3.370608782,3.652119846,3.723087165,4.655097522,3.53628362,3.197362384,4.074298446,3.878031665,4.009482336,3.191258372,5.889385542,3.181521641,3.653585224
"4463",5.640361163,5.776829462,5.155180053,5.34738189,5.356247193,5.303710271,5.474557562,5.992723366,5.871197287,5.781518609,5.417543243,5.452993371,5.489932719,5.764148967,5.676281912,5.348603134,5.561351123,5.468510747,5.903874909,5.870010796,5.794383811,5.781095872,4.954687407,5.576799142,5.830994349,5.139554101,5.376450955,5.830383875,4.9469246,5.328227168,5.852249683,5.2010864,5.901716072,5.021284714,5.766525948,5.579929658,5.642106062,5.493330642,5.795412289,5.668752708,5.455726032,5.054520314,5.754232333,5.032047348,5.825560753,5.771144887,5.653373172,5.209365778,5.647643421,5.30647078,5.704987629,5.866372442,5.909873381,5.52250245,5.494734814,5.833321525,5.303268547,5.661114814,5.333233512,5.197564135,5.489286046,5.178612951,5.022360534,5.137217286,5.874568779,5.205744202,5.622860492,5.379976848,5.609600768,5.296002851,5.501984469,6.1678459,5.268547053,5.734562958,5.401499729,5.652751615,4.769742295,5.507018557,5.466671452
"4514",1.237901729,1.237388627,2.04379725,2.617843817,1.923110866,1.756028786,1.968841812,0.43179763,0.954720642,2.04919483,2.040238392,2.046349167,1.985906847,1.679382753,1.979515512,0.957942078,1.769082031,2.03182159,2.031680054,1.295695539,1.148087029,1.922071588,1.844961805,1.165745157,1.429122619,2.99962384,2.137861307,1.552399128,0.164424866,2.311037407,2.734493926,1.924012541,1.053578063,2.095512652,1.352012779,1.958130389,1.793848952,2.447628193,0.721347303,2.39997432,1.588161757,2.616137235,2.416818991,1.396109707,1.705500068,1.390824997,2.05660597,1.545475071,1.427882215,1.683640094,1.134911947,0.947831487,0.187147153,1.165590363,2.227210812,2.427329165,1.64195516,2.466051989,1.538389229,2.804279435,2.720692427,2.133838725,2.534695234,3.811342006,1.434877103,2.719345536,1.214332842,0.838023346,1.474119872,2.626078628,1.497527576,0.842829624,1.366136881,2.176424245,2.003168562,0.768636278,3.227529442,1.385290097,1.38428406
"4542",1.692467593,2.421813198,2.462626328,2.205403429,2.419415746,1.350772308,1.447144205,1.406706649,2.092224166,1.684320125,2.089566104,2.943415644,2.815333006,1.193955926,2.00316678,1.821307386,1.711938124,2.569478376,1.67724932,1.773017317,1.148087029,1.420411734,2.031374929,2.43583432,1.835747879,2.606192797,2.192653779,1.801219674,2.916987316,2.629007488,1.878570104,1.735567452,1.69824681,2.377144277,1.352012779,2.67505823,2.295246736,2.976813237,1.658153476,2.626745181,2.09422343,1.551117443,0.97030326,2.326099986,0.815377686,2.380332623,1.929226664,2.883731336,2.041991062,1.486603247,1.767854476,1.292966973,1.286682827,1.923389461,2.108890845,3.164294759,2.6102463,2.03186944,2.343477544,3.541245029,2.659938395,3.127552462,2.356908115,2.575713758,2.851772548,2.968705005,1.481436912,1.962568444,1.693686249,2.771439232,3.156728707,1.644283944,1.366136881,1.537305974,2.052921598,2.3651404,2.897681684,1.788645792,2.260709375
"4630",7.283105215,7.740563867,8.644649143,7.80006367,8.871516778,7.557588686,7.797186249,7.201806419,7.801882414,7.679283968,7.803234197,8.877191675,9.248981796,7.189440445,7.362434237,8.004047033,7.968849657,7.63700237,7.671244635,7.605907331,7.104128926,7.592517381,7.48516518,8.383394051,7.190828457,8.923140857,8.689377324,8.113653374,8.657148893,7.226466628,7.492306305,6.011475382,7.193561684,7.323985746,7.273922892,7.474102049,7.577251179,7.551010241,7.494816231,8.039526707,9.07481935,8.637451327,7.571964824,8.745396757,7.653489064,7.91051822,7.68944761,8.802096094,7.594941883,7.776959316,7.640867294,7.638112664,7.420081952,7.378230441,7.51086431,7.36906151,7.781061579,7.689535625,8.664157485,8.680248656,8.292269161,8.59796713,8.307667162,8.102307648,8.024634413,7.607054718,8.12183462,8.061945918,7.580924787,7.837734792,8.789780863,7.167331662,7.709296768,7.675011053,8.036398342,7.459517802,8.00486276,8.032090722,7.259609341
"4708",4.871031513,5.112453777,4.855484592,4.914598841,5.01225877,4.546460405,4.750382416,5.13032269,5.007831979,4.98217658,4.514420462,4.484418856,4.822615682,4.46697442,5.141469803,4.674338033,5.083989698,4.848013875,4.863316532,4.91559183,4.95052646,4.802489972,4.569436455,5.022750369,4.664635962,4.780443724,4.604888295,5.202352652,4.365376764,4.679633561,4.834688214,4.326110985,4.930354386,4.507847969,4.865327238,4.97666634,5.004820678,4.628073391,5.061706103,4.880642793,4.70037126,4.605091451,4.903357436,4.685788885,4.799663215,5.107259281,4.991667239,4.570186824,4.970519306,4.939622877,5.02497792,4.998121385,5.10089142,5.06897927,4.961333657,4.923024327,4.484715418,4.965672698,4.479743234,4.663894418,4.632532238,4.708308851,4.814188063,4.467007498,5.116894288,4.613476901,5.08155922,4.950313292,4.93355149,4.790896739,4.622314303,5.250765007,4.558257628,4.743559749,4.881084982,4.975738828,4.263923679,5.151052956,5.162115921
"4723",3.21546434,4.743741293,4.184748075,3.281219211,3.456195596,4.919396071,3.492836295,3.579441184,3.07019786,3.568194068,3.674528605,3.536088987,3.25498306,3.877028512,3.274971396,3.70960712,3.444525278,3.369179726,3.367822009,3.259894818,2.980307299,3.719302292,3.081498408,2.50454707,2.44580136,4.519826182,3.026643828,3.367009866,3.454644102,3.786548765,4.366974631,3.658030851,3.239221298,4.730008539,3.105657114,4.176964991,3.701988094,4.517194535,3.684821427,4.083790207,3.028734348,4.301830368,3.753205139,3.297929313,3.676671415,2.918925161,3.374464401,2.973647972,3.360066831,2.43283199,3.191294417,3.087106276,2.913770803,4.155720119,2.918006225,3.986413034,3.385179745,4.170873947,3.264214265,4.652652582,3.469507739,3.52196835,4.49763314,4.308017975,2.699150405,4.985778518,3.195875937,3.269229782,3.827327133,3.88868815,3.082490077,3.181152157,2.810236846,4.364791852,3.389447069,3.033841783,3.94327855,3.389163107,3.254832809
"4755",6.353892636,6.141653753,5.922057947,6.150531437,5.959084279,6.061671797,6.089857213,6.546078484,6.588926662,6.497962922,5.850279064,5.84690037,6.161012088,6.218787779,6.304421307,5.999172391,6.310798946,5.944904019,6.383996678,6.410356522,6.233078155,6.324919678,4.977557556,6.215273428,6.193917079,6.019523398,5.826799658,6.551868628,5.650691528,5.92695672,6.407306725,5.669052257,6.577581683,5.811813584,6.408555981,6.377049233,6.509343016,6.224425648,6.414635117,6.414608176,5.934731357,5.860198658,6.482133414,6.164433349,6.141627386,6.204884943,6.225401661,5.69637813,6.071738405,6.20986877,6.596717591,6.549752815,6.352293432,6.480286889,6.075365485,6.263253239,5.985671944,6.217009675,5.777948418,5.992154217,6.058888911,5.620385222,5.963389178,6.117372474,6.514884139,6.027598694,6.415833803,6.120997806,6.1828967,5.855916531,5.897984344,6.464253593,5.783793177,6.081288583,6.168868978,5.899904428,5.879366787,6.23468679,6.259976112
"4757",-0.458092084,-0.456508245,1.088651485,0.040658667,0.110970881,-0.15824134,0.146484727,0.43179763,-0.144815031,0.631468243,0.23914246,0.444004588,0.594886229,-1.975969076,-0.295491535,0.255327989,-0.525101073,0.702116145,0.017324761,-1.206804801,-0.799445551,-0.283603439,0.356214619,-0.114362763,-2.412179635,0.029007647,0.970261358,-1.39756019,0.68525703,1.165606967,0.574416711,0.216193293,-1.008706215,0.493168073,-1.266897054,0.373167888,-1.01350597,0.10831802,-0.501045119,-1.280145414,0.997124741,0.139486545,-0.61465924,0.659144113,0.367918709,0.140281535,0.299176274,1.473325285,0.336734327,1.083247552,-0.581295087,-1.091696877,-1.035245268,-1.156337732,-0.513546361,1.056491469,1.025283799,-0.609236138,0.913237638,0.624158666,0.208242426,0.960774016,-0.114397604,-0.793520052,-0.917108226,0.4508567,0.189670788,0.192688227,0.142276308,0.821270388,0.454025938,-0.379562798,0.583728316,-0.305968522,0.418206062,-0.180138399,0.377424873,0.272396041,0.27239118
"4765",-1.401508555,-0.637080491,-0.619167763,-1.006647048,0.834453246,-0.15824134,0.719670059,-2.10425527,-2.952169953,-1.975189329,0.324031358,0.020196879,0.07641914,-0.597457452,-0.415785769,-0.207643988,-2.595490401,-2.185409126,-1.456606427,-2.791767302,-0.305630939,-0.714237793,-0.205664268,-0.419217344,-0.537710517,0.501076091,-0.184066788,-2.049636886,-1.189212088,-0.708862151,-1.339853415,1.801155793,-1.636737438,-0.430210645,-2.489289475,-0.236885594,-1.303012587,0.791844355,-0.160008201,-0.652114192,0.050895998,0.520090547,-1.89476716,-0.418858399,-0.769584815,-1.547774458,-0.392701431,0.275385907,-0.099364788,-0.411517139,-0.725684997,-1.091696877,-1.883242175,-0.708878755,-0.369156452,-2.216527025,-1.296644295,-0.047357251,-0.015209101,0.495834569,-0.709295414,0.146329669,0.126610496,1.528408043,-1.258145144,0.161350083,-1.208878589,-0.569152036,-0.192142731,0.547509576,-0.116289787,-2.701490893,-0.890202873,-0.692991645,-0.65979645,-1.214085731,0.377424873,-2.346513792,-1.511880129
"4770",4.270916787,4.775701034,5.071994141,4.278755171,4.812700447,3.876028562,4.157439183,4.004269187,4.124645644,4.659456738,4.268889803,5.202772913,4.834192033,4.370987814,4.124047356,4.291986459,4.459792034,4.25753437,4.158103417,4.478138581,4.385935592,4.279869639,4.1668899,4.258191405,3.816639056,5.182028412,4.705657953,4.243670531,4.176138287,4.509230133,4.256623074,3.793118474,3.906645959,4.558865706,3.986443956,4.830336455,4.251576264,4.009367737,3.95400806,4.538872425,4.92576492,4.763609516,4.429734879,5.02469914,4.362992028,3.457226223,4.532567694,5.156589859,4.489129404,4.40051427,4.188778819,3.788226671,4.298655469,4.194802284,4.003397716,4.678290738,4.375781047,4.170873947,4.887020117,4.750808226,4.482723358,4.31901581,4.350983281,4.987839662,4.181477994,5.019331078,4.437598301,4.531167498,4.235580028,4.831254477,4.783296008,4.03095922,4.310559533,4.614997259,4.460297395,4.322855255,4.952864599,4.327930718,4.115856396
"4774",3.40980438,4.771178476,4.700353834,2.874364916,3.19645878,4.588402168,3.168311089,2.922544789,2.880720061,2.90967496,3.177741915,3.950357254,2.927661706,2.360314312,2.949395524,4.271152956,2.431309658,3.280565338,3.356462146,2.971998352,2.654622883,3.635644363,3.746314217,2.787940564,2.991542551,4.635144171,2.878545189,3.079646131,2.717678507,4.034102184,4.692722189,4.123083888,3.088706287,5.497260828,3.591083941,3.903204178,3.439951748,4.892060385,2.690096369,5.150687244,2.85825092,5.11460448,3.840909739,3.668604442,2.625477984,2.270985227,3.358069963,3.114713219,3.53427156,2.278798362,2.55776895,2.771801123,3.310529569,3.423149639,3.065074613,2.798423317,2.733103048,3.743280276,3.782138648,4.862360109,4.033668921,3.550443519,4.339060114,5.510260696,2.72370751,6.377287482,2.909118621,2.957134558,3.366444354,4.588637461,3.00422302,2.60836437,3.455571964,4.504414093,3.701660009,3.145140906,5.115339296,2.423560114,3.483101796
"4801",6.406341713,5.976647594,5.478162108,6.067315963,5.435413112,5.779754856,5.802255395,6.09835835,5.987409261,6.069701501,5.790005822,5.519848346,5.570004163,6.394718331,5.928703129,5.814723825,6.09310961,5.877446529,6.073041025,5.992867544,6.080950115,5.841018201,5.403426503,6.082970961,6.141129665,5.535267233,5.815205863,6.021825476,5.705605675,5.770469025,5.984153991,5.578429376,6.212738748,5.303330707,6.29534537,5.701301132,6.080691705,5.60985367,6.006749522,5.670874319,5.978168093,5.696390191,6.023244176,5.503092705,5.855100995,6.334189196,6.202627785,5.635695094,5.999286611,5.666269643,6.445821041,6.209036996,6.140234977,6.001698115,5.816898817,5.536132376,5.722019549,5.884905134,5.807849904,5.777791545,5.766438017,5.513556111,5.336063861,5.315004405,6.071576461,5.362112488,6.149472915,5.992758468,5.964654836,5.523763765,5.993501303,6.271010308,5.716305158,5.846167166,6.114258463,5.997686708,5.063188014,6.26872172,6.065548699
"4837",-1.401508555,-2.222042992,-0.619167763,-1.213097925,0.913524817,0.048209538,0.343521574,-0.519292769,-0.144815031,-1.186693434,0.052729336,0.639924798,-1.673602607,-1.490542249,-0.851884884,0.137491499,-2.110063574,-1.047905602,-0.719640833,-1.206804801,-0.922302299,0.119752256,1.183378023,-1.699325263,-0.827217134,-0.170301161,-0.184066788,-0.102104306,0.395750413,0.87610035,0.317258871,0.55723021,-1.395729338,0.734176173,-1.752323881,-0.397350266,-2.151009494,0.421475905,-0.948504096,0.304817086,0.18519709,0.342303428,-1.53219708,0.440963943,-1.506550409,-1.910344538,-0.005678308,-0.642151932,-0.099364788,-1.549020663,-0.886149669,-1.454266956,-0.745738651,-0.708878755,0.367809142,0.285973316,-0.559678701,0.042840558,0.240047954,1.409419817,-1.557292321,2.183166437,0.949732734,1.080949066,-2.357680817,-1.423612418,-1.860955285,-1.92278899,-0.071848497,0.589944842,0.048769459,-1.964525299,1.149325492,0.816022002,-1.507793357,-0.477120137,1.414899578,-1.453428996,-0.158243174
"5026",7.385640573,7.300342375,6.698546323,7.118852525,6.888360012,7.199987192,7.038342507,7.462179376,7.399873473,7.094565558,7.220925938,6.80825865,6.923942111,7.60560814,7.117628611,7.218394053,7.243398354,7.306844663,7.293449167,7.479306597,7.169985023,7.323726875,6.763413842,7.304293035,7.363156291,6.765245893,6.984888334,7.503032211,7.038002717,7.070310004,7.353365458,6.763601991,7.465357568,6.835606451,7.451758131,7.223839729,7.013394664,7.086638474,7.535677987,7.563347432,7.084318999,6.827571871,7.37902844,6.878482492,7.413703186,7.381977095,7.34824688,6.998762437,7.277207523,7.334233568,7.319571721,7.445305761,7.342206294,7.26954571,7.429893839,7.104649471,7.062373118,7.485532779,7.106407966,7.024129661,7.457843923,6.955016514,6.845077509,7.26717588,7.625923594,6.644270054,7.223853103,7.198168831,7.369435774,7.256413294,6.945551855,7.596571675,7.232768881,7.081795415,7.263696113,7.592195358,6.818621764,7.299659154,7.300832003
"5118",6.762624808,6.576914756,6.312357717,6.480389032,6.444178247,6.769764482,6.363053157,6.805637814,6.801046796,6.508992754,6.085772531,6.307852957,6.180415715,6.579386963,6.535879053,6.410642296,6.682029485,6.409288701,6.417179435,6.586888815,6.406223041,6.50240264,5.902860189,6.459825267,6.266127065,6.230262068,6.130278902,6.807899861,6.061875766,6.372695258,6.506119062,5.865808752,6.863470708,6.185006744,6.892253476,6.300639361,6.78503947,6.44492601,6.706457341,6.630565447,6.321333778,6.250376076,6.745477777,6.6744858,6.584091343,6.804391609,6.516960914,5.991516069,6.426961836,6.560548846,6.722920404,6.818529431,6.852144608,6.629189043,6.494144875,6.632095915,6.382835804,6.276314985,6.175889924,6.182660798,6.625598572,6.460150962,6.319472308,6.451240182,6.705714264,6.346776178,6.434321682,6.361071064,6.625814136,6.302795778,6.008614789,6.782996374,6.041847797,6.509697314,6.497831192,6.478737308,5.623352808,6.671487628,6.531906668
