"","DLDR_0107","DLDR_0085","DLDR_0120","DLDR_0176","DLDR_0117","DLDR_0132","DLDR_0127","DLDR_0135","DLDR_0153","DLDR_0133","DLDR_0121","DLDR_0062","DLDR_0039","DLDR_0139","DLDR_0162","DLDR_0159","DLDR_0164","DLDR_0168","DLDR_0129","DLDR_0158","DLDR_0136","DLDR_0122","DLDR_0079","DLDR_0174","DLDR_0137","DLDR_0116","DLDR_0038","DLDR_0142","DLDR_0043","DLDR_0102","DLDR_0092","DLDR_0140","DLDR_0150","DLDR_0088","DLDR_0151","DLDR_0101","DLDR_0143","DLDR_0095","DLDR_0156","DLDR_0094","DLDR_0046","DLDR_0109","DLDR_0106","DLDR_0110","DLDR_0123","DLDR_0171","DLDR_0105","DLDR_0061","DLDR_0084","DLDR_0175","DLDR_0126","DLDR_0146","DLDR_0145","DLDR_0154","DLDR_0166","DLDR_0089","DLDR_0078","DLDR_0124","DLDR_0042","DLDR_0114","DLDR_0096","DLDR_0115","DLDR_0076","DLDR_0097","DLDR_0155","DLDR_0100","DLDR_0161","DLDR_0074","DLDR_0170","DLDR_0080","DLDR_0040","DLDR_0141","DLDR_0131","DLDR_0108","DLDR_0177","DLDR_0152","DLDR_0181","DLDR_0169","DLDR_0130"
"12729",2.117220247,2.326393633,2.344306361,1.276286915,1.739988562,0.999299937,2.206785237,1.723563755,1.44014747,1.725250389,2.394420685,2.011373029,1.92224821,0.911556195,1.400502278,2.918293002,1.87699737,2.150874262,2.141652896,0.980822202,1.930140512,2.019588094,2.869623859,1.760106355,1.494710961,2.017325842,1.519948384,1.618741623,2.738894993,3.219244931,2.05773895,3.342725698,1.562042427,3.116949823,1.856485362,1.781973434,3.301849471,3.543704165,1.967103717,3.254776404,0.883168552,2.833630857,1.564664459,1.814938786,1.597786251,1.691691476,2.536215471,1.986664858,2.041991062,1.083247552,1.945250727,0.867661138,1.67747278,1.492755106,2.058705088,1.870935816,1.976374199,2.923258942,1.717095116,3.041113368,2.495819016,2.619265552,2.76602078,3.552254785,1.210003692,4.670905181,2.644572748,2.454180468,0.899005157,2.626078628,2.306921644,-0.586013675,2.598083609,2.374752962,1.7248674,2.015648666,3.794833276,0.627491,2.416226953
"12764",4.681049935,4.981549723,5.525150582,4.9177696,5.167514083,5.127160879,4.937409304,4.553956213,4.547675934,4.828648253,5.264869285,5.261627845,5.072759024,4.453646889,4.901430199,5.101555802,5.120128458,4.60900674,4.906798304,4.64840976,4.21611173,5.170529992,4.642809641,4.934188982,4.449941091,5.553580956,5.050325747,4.511514653,5.227702698,4.879436063,4.784665607,4.484228379,4.574487193,5.151639244,4.261138379,4.892397423,4.679347254,5.106951184,4.617203848,4.839738905,5.245052255,5.251557161,4.73458946,5.240939335,4.811766432,4.869140328,4.767945757,5.107779553,4.740950333,4.616891276,4.672045922,4.624074495,4.505636164,4.605817771,4.944158513,5.172925064,4.502097496,4.826582923,4.845977884,5.280241158,5.151446721,5.431731888,4.856623329,4.859922187,4.571366192,5.299764111,4.82954163,4.680425215,4.976038832,4.910827127,5.264531997,4.382431591,5.334334821,4.73327311,5.062062251,4.721149491,6.049850215,4.992063432,4.847625424
"12773",1.666236051,3.959854651,3.88756957,2.381083105,2.899025247,4.191167491,2.589832622,2.692757708,1.691686237,1.251879579,2.694594228,2.77638704,2.197882653,1.584745879,2.528257825,3.630026559,2.180613587,2.858984993,2.573140917,2.066213693,1.667993646,2.756553688,3.278535256,2.207565332,1.980137788,3.898178577,2.100141641,1.772364812,2.800734247,3.2607642,4.076050828,2.785036128,2.022772016,5.644761252,2.693932349,4.253279152,2.185273894,4.241343439,2.386480152,3.541193737,1.635858499,3.968072145,2.74908903,3.116272946,1.328025981,1.882213382,2.593359378,2.652809115,2.932113444,1.856971697,1.09247668,1.164642876,3.161151945,3.223434438,2.945885257,3.714210313,3.001036253,3.260541284,2.667219209,3.549350079,3.469507739,2.772164451,4.302687724,4.335762965,1.753827498,5.234599065,2.297474077,3.140905685,3.059082372,4.601658263,2.223020386,2.053396609,1.91715205,3.407468537,3.446402954,2.936628667,4.054309863,1.879554288,2.575582712
"12810",3.934225339,3.590455234,4.927212275,2.821171977,4.649046994,4.612994156,3.520251753,3.136059059,4.16677112,4.106475668,3.34956645,4.522179661,4.848533056,3.826224141,3.110500824,3.765297,3.873744392,3.487016216,3.663487419,3.617623634,3.191324123,3.765015267,4.238068664,3.648137924,3.142409217,5.018791251,4.963712572,3.724208774,4.266571753,3.487535062,3.339085234,2.6491527,2.975293306,2.916379504,2.33513896,3.786649921,3.521415848,4.869667773,3.228688906,3.40508121,5.186198613,4.370118806,3.336796908,3.916366519,3.915233922,3.437118649,3.923667139,5.32662151,3.614072271,3.794387159,3.737193924,3.526280681,2.66519445,3.248416794,3.151415462,4.158512406,4.216425287,4.388615395,4.736226976,4.747289456,3.260330937,4.470743027,3.391955062,3.454407462,3.431154017,3.013792894,3.434977601,3.926876737,3.546390158,3.373204088,5.197967295,3.590063553,3.517300954,3.840188314,3.536600762,3.069553879,2.238021816,3.08930527,3.688882276
"12820",1.467907335,2.554060996,0.900206396,2.141744792,1.504885089,-1.051326136,2.172637014,0.097378591,1.802717549,1.251879579,1.461534881,2.356131832,0.699855789,1.374528171,2.094075276,2.621821636,2.377202253,3.172142878,2.218958623,1.773017317,1.720270925,1.205143747,3.150211159,1.047908666,1.933595202,1.517754832,2.021608238,1.073745529,2.860031431,3.176495283,2.747609426,3.154792748,1.980646541,3.489885489,1.352012779,3.20867385,1.593151602,3.080732188,-0.320472873,3.185235471,0.670623917,2.710774109,1.487702477,2.960680419,1.244770478,1.511119231,2.316249787,2.695717706,2.707990134,1.620904338,1.469330986,0.493265624,0.924112748,1.217120664,2.249753381,3.068875194,2.6102463,3.132872759,1.973109094,3.108488804,3.154202586,3.31625467,3.02608362,3.402877161,2.12958501,4.151296418,2.662606671,2.273608223,1.474119872,3.157377418,2.223020386,0.922999972,2.509727734,2.452058688,0.814134738,2.270113793,3.024315122,0.574051741,2.517867214
"12855",0.730941741,0.882293668,3.422308873,0.641051208,3.449577717,1.185713061,1.35878833,0.618210755,0.217755048,1.460196816,0.867173683,3.414188933,3.45568041,0.456990332,0.788572729,2.317612267,1.952946223,1.75944932,0.865321668,1.049534952,0.52835911,1.530384576,1.971873917,1.424057152,0.646714054,3.057804911,3.308820127,0.634861288,3.233319948,0.644774804,1.068231324,0.70162012,0.113284309,1.453275346,-0.373812258,1.348076907,0.385043406,1.292742591,-0.160008201,1.237702891,3.745912044,2.212465991,0.97030326,2.786256031,1.89944195,1.348389731,1.264410856,3.53665122,0.336734327,1.743761086,1.767854476,0.782772241,0.43868592,0.139118152,1.428350684,1.690363571,1.025283799,1.568302047,3.581341374,3.234476741,0.978760579,3.31625467,1.783722782,1.708980289,0.765701598,0.4508567,1.774633289,1.895970695,1.474119872,1.492647641,3.358952347,0.105864029,1.494460978,0.964120641,1.596543303,0.502121303,1.857417814,1.149912035,1.200837919
"12891",5.392907311,5.171990904,4.656335995,5.240014388,4.657685912,4.872637973,5.098409076,5.38278081,5.086749036,5.151280502,5.353358029,4.65558321,4.942444924,5.376295098,5.351822974,5.356866015,5.25625864,5.014263219,5.106483893,4.90635855,5.30309261,5.242990452,4.958524364,5.095090603,5.092970284,4.841340245,4.82896316,5.331597037,4.969537838,4.73959835,5.100536638,4.764629917,5.382600563,4.620200981,5.501287271,5.017024078,5.447415267,4.963280824,5.25562239,5.192637719,4.771494801,5.038187743,5.122836659,4.86654382,5.294780725,5.205628026,4.915287473,4.816064785,5.039584564,5.176175154,5.265986019,4.950266416,5.328159463,5.51222497,5.06666261,4.74925726,4.932174395,5.113490089,5.153422583,4.764798106,4.931351219,5.011156205,4.969202598,5.356227068,5.299510011,4.779327641,4.962866848,4.985436816,5.34634145,5.071071532,5.086056692,5.307871211,5.204314726,4.856867055,5.074160394,5.493602071,5.502362419,5.230915036,4.938414695
"12965",2.549103418,2.554060996,1.848981073,1.956827076,2.24694855,1.695907794,2.30463256,2.562501322,2.092224166,2.827473898,1.534598344,2.080497389,2.398347235,2.690787516,2.511863387,2.717328967,2.719206124,2.234129765,2.649592977,2.565784703,2.854971284,2.469559383,2.170202634,2.894199251,2.744324851,1.816278323,2.041645991,2.877717812,2.015902342,2.629007488,2.139615957,2.879158305,2.569166861,2.024691315,2.796112744,2.548609894,2.213562939,1.858339767,2.250275769,2.744238744,2.224725454,2.616137235,3.059429151,2.139137054,2.45074514,2.666004833,2.895543538,2.02081308,2.607588237,2.668210053,2.691723407,2.583868172,2.689647494,2.482262732,2.58725428,2.175790398,1.976374199,2.482262216,2.325215338,2.058254501,2.143147397,1.764082105,2.154091232,1.869444961,2.381858721,1.945621392,2.81550557,2.238202886,2.702147828,2.605541697,2.339161981,2.853097959,2.349263062,2.525431874,2.579669484,2.376590421,2.151865172,2.806133218,2.351617871
"12966",0.780694776,1.183949368,2.04379725,0.641051208,1.884378471,1.095515252,1.055719263,0.097378591,0.748269765,1.073173692,1.3845729,1.508134925,1.206815777,0.094420252,0.346054494,0.691427104,1.49197244,0.350643774,1.256111621,0.752553214,-0.074305393,1.556616117,0.446412428,0.248207317,-0.296702417,1.517754832,1.236776333,-0.769528967,1.663230723,1.330666213,0.792596881,0.832864653,-0.341281554,2.717432909,-1.266897054,1.243107347,0.170918601,1.086291714,-0.015618291,-0.095720843,1.48775986,1.777888305,0.05276542,0.976001218,0.078412091,0.708565295,1.036141868,1.110755206,0.205489794,0.216514083,0.452652245,0.782772241,0.652810726,-0.528306509,1.019885839,1.813220318,0.577824822,0.779806152,1.40563402,1.964387578,0.513097007,1.354437864,0.333061373,-0.056554458,0.667854275,1.514987037,1.308969716,0.521995852,0.641847317,0.924363881,1.143096842,-0.198990552,0.027334967,1.098421733,0.92516605,0.121517301,0.521814782,0.46084113,0.447477887
"13043",7.436483189,7.034873305,6.717710673,6.965662674,6.80072512,7.393392985,7.025843833,7.33412076,7.421782702,7.143043904,7.317899773,6.567655737,6.674723178,7.527459171,7.201162547,6.557675715,7.232646083,6.497585458,7.632329003,7.12261783,7.255947567,7.442779547,5.999139738,7.113997857,7.057462183,7.237517355,6.763735087,7.29877513,6.224885851,6.810337253,7.073774514,6.614224366,7.32773471,6.551405843,7.538155817,7.017521473,7.32917483,6.858745874,7.268462173,7.205500962,7.074616549,6.840187977,7.327510246,6.831527755,7.275027878,7.025872729,7.010802281,6.66466927,7.211381633,6.972187153,7.263896238,7.467573981,7.279149154,7.096327701,7.050302181,6.859397745,6.74957026,7.047273852,6.854359868,6.40551838,6.871486571,6.539239209,6.589820454,6.71691447,7.270894912,6.929534407,7.214714861,6.927224165,7.471956678,6.565232093,6.890185057,7.546832042,6.936345615,6.868075946,6.940942441,6.800598994,6.620348236,7.419068311,7.016465447
"13061",5.665408581,5.318666271,4.676065465,5.759771432,4.964316707,4.971041677,5.733644783,5.990614163,5.613884085,5.598113581,5.132857667,5.129231212,5.31508208,5.407735217,5.504631818,5.652352414,5.136507385,5.641139361,5.634388105,5.419309806,6.16303737,5.357457732,5.201299931,5.89952482,5.984425147,4.600332146,5.293234506,5.939858987,5.625281369,5.031105932,5.158151908,5.651377365,6.402181552,5.043844908,6.035578678,5.135406718,5.236146224,4.643239838,5.917369741,5.359770778,5.188199578,5.032702204,5.762423669,5.381801871,5.563123119,5.381648351,5.028392368,4.93051321,5.373505205,5.336065562,5.816735987,5.430121641,6.577008924,5.054886899,5.735379903,4.181504049,5.179089136,5.291918088,6.60943898,5.218046397,5.582259032,4.357126952,5.348011715,5.534406784,5.461585913,4.642476772,5.477621939,5.65631739,6.175319503,5.645698824,5.312006933,5.723375224,5.592717099,5.00958066,5.52121773,6.744812168,5.306916897,6.088709976,4.686701331
"13089",1.718230689,2.61590025,2.592882714,2.435190511,2.102558641,0.533636365,1.731447227,1.840603176,2.474094802,1.841503458,2.292780424,2.765932683,2.826967707,1.374528171,1.955470038,2.459419593,1.977399267,2.260847104,2.059969099,2.468760248,1.251180522,1.901751603,1.234908323,1.760106355,1.360409869,2.254720427,2.623288134,2.013372911,2.535680674,2.311037407,2.394335094,1.353696816,1.892515631,1.911480705,1.055031041,2.054345704,2.09691802,3.167211709,1.781888845,2.479591488,2.796631802,1.911411978,1.837036729,1.745117336,1.575243682,1.852156148,1.739748865,2.695717706,1.962919491,1.961941256,1.89675221,0.782772241,1.349418582,1.954086258,1.260893938,1.753099326,1.205856045,2.198118784,2.448447104,3.483197744,3.197595181,2.672052966,2.801210209,3.454407462,0.192516265,2.200878447,1.774633289,1.984101605,1.760028744,2.441422317,2.386210554,0.357402796,2.479030937,1.756315756,1.455680767,0.733446849,3.386885202,1.834815973,2.556599609
"13137",7.381615615,7.113793949,6.633182292,6.934694058,6.596472597,7.045953564,6.599905942,6.96881515,7.023678015,7.00858163,6.985504091,6.238656749,6.386110562,7.39341016,6.955848847,6.85815419,7.065931432,6.827494707,7.009640013,7.047961389,6.816915747,6.846676488,6.358394466,6.732321572,7.006375777,6.752971294,6.531950538,6.847344163,6.677723357,6.774953627,6.887855083,6.406017851,7.186629802,6.336146905,7.251615605,6.683232161,7.043254889,6.654978675,7.190582096,7.108654668,6.681673642,6.624974132,7.394922418,6.727498131,6.802395305,7.010646255,6.991002862,6.358265454,6.874543564,6.798822131,6.988198898,7.441849168,7.102599762,7.034833672,6.576705375,6.623726378,6.579872651,6.913205278,6.332662261,6.71117003,7.104485777,6.672592796,6.427578972,6.871815865,6.943161983,6.570741019,7.008968984,6.858934994,7.101678741,6.698469299,6.692235679,7.369524469,6.830896316,6.825131873,6.87158501,7.098581171,6.272880573,7.002530431,6.815547763
"13160",-0.147751963,-0.456508245,1.306831655,-0.66561013,1.284618968,0.228781783,-0.353086283,-0.725743647,-0.630241858,0.293299507,0.324031358,0.593382212,0.749608824,-2.71293467,-1.479916106,-0.207643988,-0.059437501,-0.600446625,-2.304603333,-1.569374881,-0.987890641,0.04760247,0.156905811,0.248207317,-1.67521404,0.629400188,-0.494406909,-0.950101213,0.595059221,-0.178347434,0.004100986,-1.368769208,-1.636737438,0.203661456,-2.489289475,-0.577922512,0.050624367,-0.848613258,-1.238010713,-1.280145414,0.247932845,-0.230881905,0.05276542,0.440963943,0.419449009,-1.258267841,0.550715041,1.202873408,-0.279937033,-0.411517139,0.518240586,-0.56118216,-0.298279674,-2.293841256,-0.854583279,0.446437988,0.577824822,-0.357697371,0.811954302,0.952212864,-2.294257915,1.170991723,1.284151773,-0.793520052,-0.641473783,0.161350083,-0.144748251,0.192688227,-0.467777174,-0.16102761,-0.116289787,-2.701490893,-2.475165373,0.250424827,0.25774139,-0.748422158,0.653059315,-0.109474594,0.675746874
"13162",1.307442663,1.56455337,3.47956619,2.226013709,3.204342379,2.741231784,2.827851711,1.723563755,1.905811042,2.818044485,2.756990765,3.977794437,3.237653181,1.724470642,2.137467872,2.304001836,2.789940636,2.435177284,2.630856414,2.565784703,1.347395837,2.413251942,3.109377441,2.824236693,1.617567709,3.102717333,3.450451537,1.209097382,4.206916949,2.311037407,2.254327616,0.216193293,1.411625584,3.116949823,0.970142143,2.94981512,1.635586868,2.430246115,1.522801623,1.326512158,3.464833463,3.50167851,1.180520968,2.91901124,2.334751845,1.996546058,2.210639599,3.81484886,2.222563307,2.357869933,2.264792229,1.760745935,1.67747278,1.533977769,2.315341722,3.117373712,2.6102463,2.575875267,3.338933619,3.491634581,1.675368436,3.259892228,3.02608362,2.01383487,2.054132781,2.663850423,2.365112794,2.35849712,1.99854083,2.68599153,3.731099797,1.49490632,2.349263062,2.374752962,2.709437359,1.706479802,2.504536791,2.393025746,2.329422125
"13227",3.092808581,4.464457535,3.818237549,3.483067138,3.332164553,3.955100133,3.586594248,3.413020423,3.237654606,3.601552665,3.682588374,3.676665345,3.322292995,2.690787516,3.422596049,3.651680925,2.99547084,3.441030011,3.538375498,3.185512622,2.840873174,4.367679769,3.385011884,3.429957754,2.306638613,4.25720569,3.665867922,3.357327312,4.183894731,3.539065363,4.219450131,3.489211787,3.118150065,4.998366122,3.023780107,4.286676362,3.565981401,3.774730334,3.418612773,3.631110374,3.566788106,4.29573661,3.24624515,3.584477314,3.526138209,2.683179976,3.453753311,3.745067623,3.070560214,2.758407862,2.963025429,2.396589604,3.229457958,3.934977435,3.266432122,4.192863911,3.268140323,4.119979956,3.550230842,3.886553438,3.015597348,3.891975019,4.465089767,3.402877161,2.783331492,4.867942028,3.119592352,3.846865223,3.418721633,3.938801264,3.630478982,2.873417943,3.714659186,4.102423664,3.483161504,3.124915877,5.301924868,3.500767315,3.431937036
"13240",4.065469872,4.207572973,5.373298564,4.16594714,5.659837583,3.625134719,3.674629095,4.085569289,3.990344552,4.526828747,4.024471076,5.675967548,5.808747017,4.197957856,4.063467291,4.589929914,4.085396519,4.316030019,3.379093121,4.427401218,3.827827754,4.117551347,4.263105215,4.620024288,3.534239325,5.457435363,5.585397846,4.632856152,5.315055179,4.057850787,4.08641134,3.386118294,3.813724028,3.720236982,3.646847213,3.953978745,3.760682088,4.089063463,3.756971212,3.682487733,6.012451569,5.041833216,4.22565588,5.381801871,4.019100895,4.464694894,4.286237218,5.93107446,4.084635399,4.732677587,4.31409987,3.820527163,3.898117539,3.710660137,4.118109375,3.960061707,4.318065549,3.815430062,5.649897544,5.544289761,4.392242612,5.418919236,4.13352991,4.129312088,4.212174791,3.649636564,4.400468071,4.360556642,3.974293284,4.56755661,5.698074194,4.135611373,4.063993438,4.102423664,4.469486567,4.156809213,4.656974365,4.147627481,3.943903713
"13246",6.615299732,6.849955589,8.045931239,6.769895649,7.882997681,6.934922251,7.103232724,6.013647519,6.34015168,7.08967589,6.786738108,8.227865982,8.298071573,6.242230868,6.361576766,7.130520202,6.837051499,6.866071739,6.939046708,6.544367285,5.925972878,6.835337634,6.646976702,7.134016652,5.785856074,8.044017959,8.120744509,6.428988298,7.938065793,6.669071354,6.607614941,4.77282707,5.867449561,7.016444884,5.872654299,6.885329372,6.625752508,6.082819522,6.372604053,5.942539732,8.303099879,7.883622248,6.83266713,7.937878846,6.836561263,6.789599664,6.954664405,8.258379482,6.562203753,6.88310361,6.638795283,6.627882085,6.607809202,6.010852302,6.773315337,6.574635864,6.981030561,6.900444624,7.935793535,8.04237015,6.241017462,7.897758298,7.450617902,5.883612293,6.638691787,7.289487649,7.107711508,7.139407092,6.964215191,7.109182238,8.088874022,6.212395813,6.798630226,6.921151881,7.169573935,6.316552838,7.418939935,7.170593142,6.614537554
"13264",2.858053659,4.089024111,5.115993334,3.682652113,5.128685669,4.345890086,3.078951569,3.166273672,3.156354504,4.277906053,4.055835247,4.506565926,4.31611442,1.96888937,4.187356748,3.054577861,3.744359602,3.754757624,3.237654716,3.123116084,2.471540978,3.825595332,3.123117498,3.268106874,2.744324851,4.783895149,4.843304183,2.400396034,4.281107847,3.588818398,3.744341712,2.879158305,2.863832876,4.565117915,2.844611261,4.460630729,2.875790566,3.583560154,2.771973376,2.293845969,4.257493483,4.42419063,1.956089401,4.363472499,4.382598604,3.276653977,3.600345808,4.621160744,3.626953562,3.405175647,1.89675221,2.147769058,2.098610479,3.248416794,4.124222499,5.021877714,3.988757923,3.377824806,4.41213754,4.563425264,3.378167427,4.118071409,3.586042114,3.349437902,3.019839604,3.886242845,3.145470984,3.480933196,3.953180297,3.618411497,4.868603321,3.434645795,3.471253587,3.257620328,3.891377737,2.475745888,3.76612198,3.507909384,3.522766014
"13293",7.329288139,7.562264675,8.902432677,7.770114954,9.09403076,7.557588686,7.84743187,6.90080781,7.17840061,7.665877141,7.72539852,9.041684732,9.350340717,7.152798601,7.220838852,7.514194192,7.824680374,7.704855151,7.691163817,7.489389991,6.768394145,7.525205081,7.502352128,8.447697905,6.938759547,9.120315057,8.737774149,7.656489068,8.594513744,7.027351844,7.314231756,5.729262875,6.600363858,7.272380031,6.753090728,7.361068927,7.418466408,7.02428791,6.988133843,7.138090541,9.153735893,8.809842167,7.427482929,8.903153183,7.644381536,7.819761635,7.582374895,8.900521712,7.357653893,7.955996892,7.4638795,7.281893338,7.485264287,6.862494681,7.584762817,6.885886158,7.711784327,7.483521002,8.599856862,9.042100932,7.501781694,8.97452088,8.497297902,7.455988497,7.459074296,7.552713026,8.083861338,8.046997225,7.527766851,7.81639194,8.888909427,6.924826554,7.568773278,7.66015518,7.991653941,6.71580669,8.361618443,8.122982673,7.465717814
"13294",3.102622871,3.494947903,3.870546422,3.394801387,3.624285341,3.507641156,3.219385274,3.041422185,3.422869478,3.737806561,3.119560844,3.81999181,3.776858858,3.741021819,3.39604263,3.374065535,3.496209433,3.452664711,3.148255631,2.936153153,3.026713772,3.641783501,3.755165134,3.228029435,2.968642149,3.852888466,3.978080862,3.246296,3.815788593,3.452129726,3.42323124,2.538121387,3.212169974,4.049430262,3.023780107,3.403930142,3.510055986,3.344694671,3.15430671,2.981522156,4.175143425,3.297262464,3.442536161,4.052666292,3.606149723,3.321219529,3.164246694,4.022920743,2.973043708,3.367455981,2.890573635,3.345708435,3.54302258,2.961659477,3.383184368,3.919609663,3.747749824,3.203017583,3.815229434,3.581322468,3.13200684,3.891975019,3.414855464,3.047782202,3.124983108,3.366464513,2.968314413,3.71141703,3.479052167,3.495440856,3.908094372,3.32087692,3.54720244,3.578112191,3.158963235,3.30348993,3.442380314,3.301458507,3.617402888
"13363",1.087876285,2.055941756,1.582466098,1.390243105,2.216087587,1.498870947,2.172637014,1.913666638,1.905811042,1.663411135,1.670481772,2.634188428,2.197882653,1.430023284,1.802119261,2.317612267,1.682494346,1.75944932,2.031680054,1.9631202,2.097597258,2.145904543,2.367802594,1.902710751,1.730778319,2.274483681,2.636523961,1.371826882,2.717678507,2.187302038,1.779885829,1.518756063,1.503743786,2.612675168,1.653668479,1.818967641,1.676809531,2.30232864,0.94961629,1.736156398,2.144555105,2.250769879,1.956089401,2.139137054,1.987438431,2.224815045,2.173645392,2.491703814,1.541092826,1.856971697,1.293174031,1.621021171,2.023648421,1.533977769,2.084016176,2.348257594,1.873280706,1.84393649,2.170145941,2.08079707,2.229304041,1.946560156,2.869114273,1.869444961,1.823648947,2.120708098,2.297474077,2.046837361,1.823454124,2.595162551,2.574025714,1.73591442,1.069155143,1.439458651,1.84270389,2.114696035,2.60523079,1.666310249,2.556599609
"13386",3.369726941,3.36891825,3.110566262,3.320082033,3.089847589,3.107103227,3.362579909,3.797818309,3.990344552,3.504958267,3.107637677,3.453807763,3.477990572,3.696456266,3.142801316,3.528346483,3.860658633,3.498287328,3.345012126,3.024149634,3.64248232,3.431085235,3.024070128,3.997145553,3.549752325,3.229629446,3.066308045,3.701428905,3.172244371,2.94139181,3.525760905,3.603923446,3.831608906,2.954982343,3.105657114,2.791311298,3.451874915,3.469065364,3.285551243,3.185235471,3.181184027,3.414381106,3.462784845,3.021010953,3.377721884,3.753975755,3.341487079,3.191675201,3.280777921,3.477779396,3.56941931,3.25407796,3.515928919,3.655693677,3.481700109,3.417678995,2.951283218,3.437238291,3.185412698,3.097475811,3.197595181,2.835243134,3.140416295,3.176106299,3.097059106,2.200878447,3.381538342,3.525671511,3.160812259,3.266055231,2.86722209,3.488333666,3.099743463,2.882693042,3.747707376,3.158468437,2.815997886,3.419778474,3.483101796
"13446",1.768416446,2.326393633,3.300490129,1.827929343,3.288332471,1.350772308,1.777617409,1.355176349,1.44014747,2.83684208,2.205975596,3.648486811,3.570869348,1.374528171,1.630507883,2.233954338,2.116004505,1.902053715,2.087714089,1.554007535,1.412393092,1.448700778,2.060229792,2.313498777,0.646714054,2.696863156,3.523514999,1.482858194,2.898250753,2.270959967,1.025796057,0.216193293,1.31322188,2.17941391,-0.16736138,2.173398376,1.676809531,-0.181188597,1.820882976,0.118403962,3.404150427,2.46141464,1.984378445,2.64003529,1.766468085,2.050484865,1.884138774,3.809974886,1.835540184,1.961941256,1.871877541,1.715658045,2.302624371,1.112151104,1.019885839,2.031400489,2.544657959,2.382150731,3.565869965,3.130265746,1.165173704,3.293973223,2.356908115,1.080949066,1.549209778,1.945621392,1.26242713,2.641995629,1.551081853,2.188779517,3.183612002,1.596189656,1.149325492,2.235925257,1.299561565,1.051808329,1.258780376,1.788645792,1.426719326
"13510",4.916251905,4.841891314,5.126786614,4.92409029,4.78930488,4.781563878,4.262638472,4.642594913,4.323954452,4.325267235,4.910710331,4.990197518,4.512624207,4.01044186,4.953953806,4.937152029,4.642914338,5.002437783,4.468865594,4.910982577,4.127909147,4.982578579,5.537727595,4.32304255,4.382236232,5.076219531,3.858916382,4.374229372,4.281107847,5.313505662,5.103090081,4.844578074,5.04976309,5.416576599,4.601705057,5.390168241,4.658919372,5.176363407,4.594879301,5.351858353,3.656239999,5.323706947,5.14179897,4.96708387,4.506911851,4.513521721,5.138080032,4.322349386,4.655522715,4.089053174,4.257608671,4.117756489,4.463714715,4.676552282,4.708167943,4.860288572,4.99491015,4.945352713,4.571691204,5.120778755,5.200264368,4.430455731,5.768245446,6.043582214,4.190315357,6.493262266,4.948238637,4.595536317,4.182140769,5.411418448,4.337167931,3.937548281,4.942687142,5.143787037,5.156120485,4.298983851,5.635308913,4.544835953,4.65135022
"13540",-0.458092084,-0.296043573,0.518335761,-0.055556648,1.059745558,0.785175132,0.516853176,-2.10425527,-0.630241858,0.398269066,-0.717788818,0.020196879,0.844245698,-0.838465552,-0.415785769,-0.287814336,-0.829955655,0.621945796,-1.16709981,0.752553214,-2.166227882,0.376910095,-0.074419735,-1.047248567,-0.827217134,1.140900527,0.694626915,-1.39756019,1.422222624,0.208675689,-0.086096823,-1.368769208,-3.511206556,1.398308887,-1.266897054,0.469383203,-1.01350597,0.736349243,-0.501045119,-1.039137315,0.715711806,1.400250777,-1.001682364,1.269197595,0.078412091,0.236496851,-0.923216148,1.012351502,-0.099364788,-0.411517139,-2.166257588,0.493265624,-0.745738651,-1.156337732,-0.369156452,0.72207243,-0.074251874,-0.357697371,0.811954302,1.51251331,-0.178780698,2.056532998,1.380367088,-2.378482553,-0.772718317,0.4508567,-1.498385206,-0.234732997,0.328689432,-1.270652101,0.620675807,-1.116528392,-1.252772952,-0.00111394,-0.370289833,-0.562009034,0.377424873,-0.109474594,-1.222373512
"13545",6.17242988,6.017316859,6.259394109,6.19564006,5.852751394,6.192527883,5.836738276,6.28720315,6.132638435,6.086488696,6.091837469,5.694001471,6.080677573,5.865752505,6.270714758,6.032567185,6.669890232,6.121108319,5.927097866,6.557698238,5.801680914,6.026056271,5.550494891,6.255701853,6.130852186,6.00628757,5.965680331,6.142303579,5.724342238,6.097060816,6.374920466,5.50651939,6.349363163,6.202157866,6.390293774,6.027927356,6.271055272,5.873692029,6.307168295,6.050771464,5.618898433,6.162691674,6.058597866,6.132885461,6.395925203,6.482586145,6.21405966,5.762201216,5.920389447,6.272434456,6.240099288,6.06817446,6.228415172,6.185939008,6.469147059,6.073491822,5.751388401,5.949002336,6.015724962,5.836926669,6.384048785,5.638182765,5.623387471,5.974664273,6.318276216,6.158843227,6.438252733,6.218466668,6.255120214,6.093828178,5.760413182,6.433790865,6.001918264,5.755045219,6.400298984,6.323225129,5.782342332,6.569365587,6.378215224
