"","DLDR_0058","DLDR_0107","DLDR_0072","DLDR_0085","DLDR_0120","DLDR_0176","DLDR_0117","DLDR_0132","DLDR_0016","DLDR_0127","DLDR_0135","DLDR_0034","DLDR_0071","DLDR_0153","DLDR_0133","DLDR_0180","DLDR_0121","DLDR_0003","DLDR_0062","DLDR_0019","DLDR_0039","DLDR_0139","DLDR_0162","DLDR_0027","DLDR_0159","DLDR_0011","DLDR_0026","DLDR_0164","DLDR_0014","DLDR_0168","DLDR_0129","DLDR_0059","DLDR_0158","DLDR_0065","DLDR_0136","DLDR_0122","DLDR_0053","DLDR_0035","DLDR_0079","DLDR_0049","DLDR_0057","DLDR_0183","DLDR_0174","DLDR_0137","DLDR_0070","DLDR_0116","DLDR_0190","DLDR_0029","DLDR_0008","DLDR_0004","DLDR_0033","DLDR_0038","DLDR_0142","DLDR_0043","DLDR_0024","DLDR_0102","DLDR_0092","DLDR_0140","DLDR_0150","DLDR_0055","DLDR_0088","DLDR_0151","DLDR_0101","DLDR_0179","DLDR_0143","DLDR_0095","DLDR_0156","DLDR_0032","DLDR_0182","DLDR_0064","DLDR_0094","DLDR_0046","DLDR_0109","DLDR_0106","DLDR_0030","DLDR_0110","DLDR_0123","DLDR_0171","DLDR_0105","DLDR_0061","DLDR_0084","DLDR_0175","DLDR_0126","DLDR_0146","DLDR_0145","DLDR_0001","DLDR_0154","DLDR_0166","DLDR_0089","DLDR_0078","DLDR_0013","DLDR_0124","DLDR_0042","DLDR_0114","DLDR_0096","DLDR_0012","DLDR_0115","DLDR_0076","DLDR_0002","DLDR_0097","DLDR_0178","DLDR_0006","DLDR_0155","DLDR_0023","DLDR_0020","DLDR_0100","DLDR_0022","DLDR_0161","DLDR_0074","DLDR_0018","DLDR_0170","DLDR_0063","DLDR_0028","DLDR_0048","DLDR_0080","DLDR_0040","DLDR_0187","DLDR_0021","DLDR_0189","DLDR_0141","DLDR_0131","DLDR_0108","DLDR_0060","DLDR_0177","DLDR_0056","DLDR_0191","DLDR_0152","DLDR_0192","DLDR_0181","DLDR_0069","DLDR_0169","DLDR_0186","DLDR_0036","DLDR_0130"
"2945",0.097036315,0.107505092,3.024737622,-0.843531368,1.028530493,-0.055556648,0.793230583,0.048209538,2.404886323,0.074334941,-0.033865942,2.642641461,2.997121832,-0.630241858,0.346738766,1.906722441,1.824104961,2.754476521,0.444004588,2.703598192,-0.003751209,0.456990332,0.48691703,2.701562889,1.025846143,3.054516557,2.431789616,0.637170356,2.744585105,1.515030592,0.017324761,1.301274821,0.752553214,2.453854649,0.86196901,-0.593943559,1.212346043,2.935841659,1.183378023,0.491535918,1.193980123,1.204031787,0.778722034,1.21231123,2.61871732,-0.281332474,0.235302436,2.837416456,2.71500356,2.231420062,2.763297007,0.694626915,0.634861288,0.998414915,2.656562444,0.208675689,0.451559963,3.228165934,0.458419795,0.705093676,0.820332817,0.013210865,1.007039989,0.369735772,-1.303012587,-0.29221991,0.877466505,3.012399972,-0.762243478,2.985427718,-0.216015077,0.883168552,-0.833546407,0.342272038,2.951356937,1.20129353,0.469202044,0.491753906,-0.186250553,1.202873408,0.205489794,0.772907432,0.641097334,-0.354731283,-0.745738651,2.620457287,0.028086839,0.282920245,-0.994134604,0.577824822,3.033687846,0.283848658,1.052962402,1.091937628,-0.419788797,2.650329469,1.121238688,1.18105828,3.109319123,0.791442449,0.91811882,2.757311719,0.044417626,2.267735488,2.760943346,0.161350083,2.6207257,-0.144748251,0.036569025,2.807288132,1.065655026,2.987961017,2.815323328,2.547365947,0.458700309,1.28225959,0.207836022,3.0156551,1.132710207,0.757940726,0.984266245,-0.692991645,0.516610062,0.077169144,0.897734132,0.319388236,0.502121303,1.123968796,0.036387955,2.633770824,0.272396041,-0.026585126,1.055416349,1.200837919
"2952",3.768859656,2.332679954,4.02805798,2.574969986,3.261844201,2.887362256,3.659120716,3.260260015,3.836400868,2.838781271,2.562501322,3.575527265,3.745185135,2.775750501,3.382362676,3.134750397,2.726129801,3.604021384,3.715212925,3.773661892,3.65160062,2.841654182,2.754139232,3.774577686,2.863673417,3.623124445,4.006954489,2.830774353,3.804456561,3.054905203,2.630856414,3.605959344,2.989592412,3.774011479,2.525423819,2.588748738,3.86587283,4.030169041,2.917718147,4.346698231,3.746276434,3.096356269,3.200678947,2.744324851,3.754888715,3.209237657,3.042657358,4.165857858,3.810328519,3.844671607,4.055063132,3.813021616,2.808344109,3.668768907,3.862778717,2.991577567,2.521949291,3.364585132,2.730379431,3.880098595,2.804565501,2.639993542,3.062081353,2.691663867,2.765467151,2.052608587,2.830469025,3.910328063,2.972822584,3.69940167,2.028607292,3.999405683,3.007755847,2.610760874,4.047700806,3.459249296,2.280045953,2.401241613,2.918086106,3.785354919,2.320967011,3.140278497,2.691723407,2.583868172,2.481330258,3.888185569,2.60339917,2.738372012,3.14102498,3.001036253,3.743237983,2.837650227,3.828256115,2.994382318,2.003422634,3.90756603,3.20123801,3.140416295,3.772694517,1.708980289,3.185341023,3.596119454,2.661512748,3.964636585,3.764563661,2.663850423,3.55791806,2.698012007,2.86728794,3.833760344,2.891625626,4.081252937,3.857589055,3.871085097,3.024452206,3.755195473,3.045040872,3.555020735,2.894913093,2.656061112,3.215996531,2.683384234,3.980803055,2.54531798,3.936590068,3.110160274,2.607915967,2.757025585,2.3962839,4.203051702,2.829124861,3.133591899,3.881671477,3.011681827
"2967",-0.248099171,-2.780020179,1.453010948,-4.543971087,-1.06662674,-1.006647048,-1.408403278,-2.273718557,0.428093714,-0.963139765,-2.841220864,0.830908098,0.652738886,-0.630241858,-0.679733446,-2.698139617,-1.635326658,0.943632613,-1.636915408,0.4743521,-1.432594507,-1.490542249,-2.131992803,1.208230864,-0.559116358,0.787294354,0.918262253,-1.216978778,1.058339269,-1.047905602,-3.041568928,-1.450046066,-4.376729803,0.4626785,-1.284872379,-2.430444827,-0.5634388,1.708240946,-1.138550072,-0.71282258,-0.624181554,-2.663864677,-1.336755184,-3.997142135,0.611375345,-3.340226163,-1.349660065,1.071881709,0.980663436,1.187918423,0.338275419,-1.968338097,-2.049636886,-1.189212088,0.46893544,-3.878787152,-1.580861515,1.438585714,-2.774240961,-0.628330057,-2.480836718,-1.752323881,-2.899850606,-1.831898089,-2.887975088,-3.351113599,-4.407935714,0.922964888,-1.103280395,1.068523334,-2.417648938,-1.219193166,-2.781078987,-4.702122082,1.428790973,-2.851817806,-1.165513491,-1.547774458,-1.771213054,-1.004722012,-1.864899534,-2.285986257,-1.514180891,-4.261621878,-4.205170269,0.562906264,-3.03080685,-1.954118953,-2.216527025,-2.881606796,1.1054236,-5.001553561,-0.88194257,-1.229990467,-0.419788797,0.232718026,-2.389723231,-1.251901128,0.622331782,-2.378482553,-1.048714316,0.435383624,-1.995110738,0.903852077,1.232843182,-3.008574919,1.194865232,-1.860955285,-1.00525115,1.654436644,-1.015264969,1.016873709,0.413224884,1.049339083,-1.126262192,-1.990758905,-1.449276265,-0.154269901,-1.369790134,-1.479098471,-2.475165373,-2.808468862,-1.016822138,-2.244758951,-0.790321861,-0.865036335,-2.146971535,-1.588749252,-1.548574546,1.21091382,-0.761551291,-2.263624324,-1.266511746,-4.68180513
"2976",1.22894799,-0.347060771,3.114935431,0.882293668,1.777722389,0.86782207,0.874530685,1.095515252,3.078076007,1.865748319,-0.519292769,2.927370938,3.165188887,-0.630241858,0.673903509,0.761292002,2.089566104,3.020991495,0.812391994,2.907311507,0.797703112,0.987505048,0.675362119,3.299605217,0.92275265,3.212778641,2.815362345,1.148670694,3.369736696,0.621945796,1.602287262,1.608847623,0.908672416,3.099479932,1.163273433,0.91194737,0.931325891,3.11181933,1.94117712,0.872139921,1.998255652,1.280993769,0.985172911,0.957054175,3.607690298,1.733022819,1.256997507,3.077419893,3.135941661,3.165665617,3.358174977,0.970261358,-0.464674386,1.195451762,3.210702021,0.765069038,0.687627321,2.752246193,0.189233163,1.137204689,1.93097688,0.783729019,0.941451648,1.679063831,0.281949914,-0.688148586,0.801517651,3.40958947,1.098353466,3.42449891,0.304817086,1.232502804,1.354080596,-0.309804659,3.328027996,1.426166941,1.029502491,0.639852545,0.154786364,1.521823803,1.485597713,1.258334259,0.754307945,1.353087966,1.152381735,3.025384759,0.741782654,-0.006586372,1.242904594,2.162787323,2.903520554,0.207899804,0.703019931,-0.842967344,0.64434154,3.142353998,1.517167364,1.070026967,3.257417762,1.080949066,1.164279407,3.054293456,0.765701598,2.786895931,2.976067767,1.078887923,3.081920646,1.059610247,0.973375199,3.239399145,0.569697532,3.204500712,3.601354481,2.991236128,-0.233177396,1.378474905,1.536784544,3.0156551,1.132710207,0.105864029,1.494460978,0.130130593,1.76867335,1.214672668,1.443475323,0.804815063,0.768636278,0.969246201,2.19558655,3.455536189,1.255522222,0.761910769,1.508781967,1.508019429
"2982",3.595015514,2.846418958,4.214471104,2.923634464,3.374808449,3.157924719,3.402382549,3.454201897,4.099917055,2.993503866,3.151245463,4.428604089,4.162707898,3.490773543,3.481258431,3.3822338,3.447413773,4.0064334,3.687784437,4.154926512,3.370791512,3.248997289,3.04364585,4.238431101,3.164103229,4.37505007,4.138412724,3.50464627,3.952936588,3.34441182,3.333470504,3.460046962,3.200699025,3.996910198,3.146177439,3.217527471,3.613754202,4.390302135,3.136727929,4.412871641,3.663166309,3.148633548,2.977135592,2.991542551,4.232679693,3.219469579,3.462371345,4.299812314,4.257295445,4.161923215,4.668196305,3.427790939,3.317933874,3.348222042,4.241524944,3.320885193,3.052464008,4.474209624,3.43910632,3.47264759,3.769800083,2.959171026,3.18052281,3.377555277,3.46370035,3.316589333,3.138958746,4.44214397,3.571029591,4.262177407,3.149166216,3.696159009,3.51222843,2.555265761,4.448690531,3.693532839,3.42260935,3.525474524,2.872643136,3.81484886,3.449796992,3.441934197,3.260007167,3.269759582,3.161151945,3.98526445,3.132423499,3.077729914,3.729891935,3.5613367,3.856318033,3.143104682,3.444222518,3.650770396,3.154202586,4.072101802,3.768128938,3.80987507,4.105414669,2.906919666,3.508662353,4.135823342,3.354600514,3.906805394,4.098733315,3.18124964,4.084268401,3.34849808,3.362613229,4.068412948,3.27864875,4.196940721,4.241043909,4.144227031,3.539412108,3.405370132,3.220971424,4.359220845,3.349028114,3.244928067,3.037904209,2.955296791,3.66302831,3.065096312,3.334373886,3.502080534,3.223319582,3.117842693,3.424118108,4.0478332,3.30965566,3.432846492,3.644073333,3.45262119
"3080",2.277157083,1.497964569,3.616333215,1.070738758,1.949675072,2.163277954,2.29203644,1.922678655,3.328832083,2.30463256,1.065669732,3.471076101,3.427396771,-0.144815031,1.931701267,1.64763522,1.824104961,2.985802067,2.028967089,3.281707022,1.80948028,1.632840167,2.00316678,3.721138427,2.233954338,3.791482151,3.281413011,1.652437112,3.491298676,1.642409898,2.167884438,2.250393652,1.505913247,3.501731276,1.437593646,1.632564971,2.099526212,3.730889685,2.659406152,2.058236213,2.366295671,1.280993769,2.001114455,1.675283207,3.547412286,2.108234338,2.179593003,3.41145767,3.534694077,3.449725526,3.520025856,1.827521186,1.292755311,2.148657551,3.456862608,1.954102862,1.701173853,3.386118294,1.012355401,2.604330699,1.89171745,1.540457868,2.20168742,2.446086659,1.199487753,1.633779509,1.4249543,3.832090488,1.399219945,3.819417767,1.28279078,2.240238453,2.288083037,2.092293785,3.741529897,2.157170977,1.935287149,1.882213382,2.316249787,2.210290879,1.962919491,1.414453461,1.921205253,2.147769058,1.94457685,3.186490059,1.984143492,1.952771643,1.327793491,2.327846569,3.310797437,1.598359281,1.996378873,1.863985681,0.764635774,3.558762229,2.619265552,2.403450701,3.417141451,2.37640495,2.43436857,3.530102281,1.70532898,2.721307589,3.185014657,1.849406076,3.530632234,1.059610247,1.918513264,3.488219691,1.513114003,3.784427623,3.787767605,3.411205923,2.132472076,2.019225184,1.905566453,3.648957135,2.060197707,1.205399703,1.55458197,1.835387327,2.118954641,1.455680767,2.06212095,2.815083399,1.940491306,1.870682367,1.857417814,3.455536189,1.614315611,2.068572107,2.39937075,1.426719326
"3121",6.884244235,7.450960933,6.640939184,7.355008118,6.882802077,7.1154044,6.913224224,7.495017151,6.502406015,7.278028037,7.482584518,6.264293771,6.366714968,7.421782702,7.231381085,6.941502564,6.876425996,6.245245059,6.759030609,6.662418882,6.896598103,6.876404374,7.443546444,6.474152393,6.761878658,6.429136075,6.348411749,7.134809897,6.326147427,7.010824135,7.373820749,6.596168489,7.428611026,6.235053429,7.232965703,7.236666715,6.730067683,6.278673133,6.34819355,6.96543308,6.757702877,6.958553262,7.241931991,7.444245894,6.282645607,6.916768736,6.994635843,6.377627791,6.692658844,6.681079494,6.358998198,7.216261791,7.30256422,6.789974901,6.587645848,6.98771906,7.124927935,6.689763762,7.46344703,7.122008463,7.253147018,7.705056998,6.939878084,6.812679268,7.412377472,6.937752476,7.468197486,6.208367107,7.265662519,5.9674969,7.436284351,7.052819042,7.095218688,7.460583937,6.357650046,7.215078637,7.190880559,7.354768148,7.161296999,6.731921516,7.60961763,7.163162388,7.703886923,7.459049908,7.590463575,6.356415061,7.338063332,7.389225414,7.514226132,7.09137299,6.409476889,7.236552576,6.751266376,7.118397228,7.223411473,6.650811573,6.835725237,6.845077509,5.979883787,7.337479438,7.157634093,6.429575405,7.578326068,6.629092602,6.47911907,6.761262925,6.669621823,7.197036438,7.157288276,6.354223411,7.314617595,6.526931401,6.136471377,6.482649981,6.960948055,6.694573921,7.14806008,6.330512722,6.977462118,7.549991518,7.171693305,7.301361792,6.685441698,7.062821365,6.993222099,7.29070186,6.943140885,7.150843861,6.89850868,6.677455828,7.531099011,7.430609177,6.614719895,7.25004041
"3144",6.939854707,7.809630968,6.643106207,7.84700392,7.032840622,7.312573455,7.10913489,7.43191383,7.089341173,7.31273968,7.702777586,6.683055729,6.997469931,7.871993257,7.381762761,7.470532501,7.483326078,6.925562645,6.852778196,7.038798018,7.14918547,7.617608792,7.51005889,6.527381874,7.237762401,6.773070114,6.678174552,7.601480497,6.896741018,7.20475983,7.681523131,6.897206185,7.598043265,6.823231208,7.572664369,7.447167976,7.09974191,6.724696643,6.787341485,7.048728652,7.236742049,7.14959588,7.241093215,7.467914032,6.98072787,7.254409467,7.138179969,6.479443638,6.760114191,6.795399718,6.696478901,7.217363295,7.49367118,6.924530078,6.711368576,7.275398057,7.603337618,7.017524427,7.634088779,6.943043379,7.456431999,7.810300158,7.476998301,7.266660429,7.684093486,7.829417209,7.690425413,6.493173623,7.458198496,6.616683871,8.082396203,7.318824544,7.148179421,7.629634631,6.695280082,7.084525675,7.635216149,7.577782514,7.495105003,7.168300693,7.867437511,7.409242034,7.357584367,8.09785317,7.756641139,6.699360937,7.699663287,7.240989564,7.436317948,7.20982859,6.73064174,7.697801994,7.10707619,6.96628063,7.85337102,6.840259708,7.151373384,7.301920129,6.846479663,7.8706309,7.242979649,6.636457324,7.747666513,6.680042379,6.870413109,7.378365327,6.522431402,7.743465568,7.321178337,6.565282153,7.598028663,6.66210324,6.382631964,6.785830028,7.051513259,7.220047706,7.384343674,6.955508528,7.040072194,8.040818543,7.16688632,7.545045576,7.038745725,7.361954695,7.148059779,7.328824992,7.745502288,7.082496936,7.023557205,6.791950618,7.426625415,7.24048527,7.061299964,7.394676471
"3169",2.119876291,0.87533165,2.942666489,0.813580918,1.883332577,1.880878223,1.627220632,1.270601959,2.845048417,1.609111684,0.783270001,2.838561671,2.673800502,1.44014747,1.410869103,1.945716573,1.423567031,2.409717718,1.93876928,2.619123624,1.406124586,0.911556195,1.169176732,2.96065011,1.453267366,3.054516557,2.7345503,1.711938124,2.456888645,1.325552793,0.988178416,2.364162527,1.295695539,2.539754723,1.510657108,1.171591187,2.218715568,2.770782412,1.909812949,2.746609039,2.82137789,1.522001868,1.515687628,1.21231123,2.574094329,2.193752409,1.073551366,2.686138517,2.761546146,2.628491015,2.428877968,2.100141641,0.870928646,2.210718519,2.613706965,1.6758017,1.529562475,2.613083445,0.736720958,1.547992715,1.969196203,1.055031041,1.492466816,1.82345374,1.199487753,1.25374846,1.373423999,2.996546021,2.208997529,2.453645255,1.143066016,1.832895346,1.724449046,0.789731015,3.116846967,1.166104102,1.244770478,0.140281535,0.764839846,2.210290879,1.427882215,2.195140433,1.596243098,1.292966973,1.286682827,2.412765915,1.406598462,1.578376128,1.926430929,1.366320717,2.646664723,0.831336453,2.107410186,1.727781297,1.165173704,2.603280896,2.507517194,1.380367088,2.696878735,2.265373637,1.514221878,2.618983562,1.063782951,2.62416643,2.608134502,0.898315677,2.60772836,1.481436912,1.477141617,2.728861485,1.21503265,3.045218335,3.123145655,2.667660181,1.916048613,1.28225959,1.564529535,2.514756864,1.014873717,-0.198990552,1.55458197,1.098421733,2.510037408,1.455680767,2.032219464,1.65281197,1.336111352,1.780484558,2.469347362,2.602235251,0.954655743,1.436815395,2.271453275,1.54701356
"3244",5.813326758,6.184031832,5.357264075,6.264188686,5.814904406,6.061593813,5.768850137,5.997744471,5.064564077,6.007495958,6.357633394,5.335663707,5.271484244,6.254844367,6.158303208,5.751696845,5.730995556,5.286197,5.80921355,5.07393439,5.990440573,6.013851144,6.23993938,5.277298437,5.799042203,5.334009386,5.166189766,5.81474893,5.506999991,6.057764857,6.07996459,5.827318834,6.167268647,5.450531742,5.987524131,6.212896022,5.671197217,5.303817121,5.669975393,5.512646846,5.350685835,5.830390909,6.178944654,6.38331893,5.175330352,5.81036736,5.921378454,5.37706654,5.360435605,5.417129631,5.22904635,5.655340211,6.274222097,5.613842696,5.175527386,6.091318738,6.260631358,5.425646658,6.456980219,5.833067533,5.673981391,6.485125115,6.09544546,5.562135807,6.109204393,6.095280497,6.176087226,4.978499565,6.023940155,5.050921018,6.084586177,5.671339362,5.860198658,6.26726444,5.208067372,6.031436425,5.817179928,6.098484222,6.304533484,5.565133597,6.154135135,5.68172034,6.181838221,5.924492361,6.283674077,5.352174509,6.071606333,5.960479738,6.115882554,5.722019549,5.288447862,6.315293622,5.72321009,6.02884732,5.980314371,5.451056378,5.728179558,5.829182801,5.198157488,6.000895814,5.972644266,5.439242819,6.541028528,5.461959086,5.292990843,6.076233469,5.280281697,6.075682654,5.996736489,4.991560029,5.975166322,5.276803746,5.276880204,5.412436367,6.148088226,5.609979987,5.863606691,5.033181153,5.588279186,6.404417616,6.065285597,6.370610854,5.561004181,6.066610952,5.574380257,5.952819446,5.708180091,5.742167626,6.144912412,5.386635113,6.092278061,6.006504111,5.663315661,6.063869194
"3316",7.46112439,8.04954401,7.133936393,8.064976728,7.681871087,7.80006367,7.682414875,8.539795443,7.319295699,7.873907156,8.100560378,7.069516105,7.395262986,8.154392987,7.784396275,7.668546868,7.890194151,7.214858219,7.325980598,7.293963519,7.639486551,7.975607063,8.132617348,6.930276461,7.736296341,7.250153256,7.137009733,8.201684741,7.546398485,7.87987236,8.184241013,7.335024903,7.873864704,7.299575575,7.909392004,8.199562212,7.467479087,7.031538039,7.529045352,7.484073502,7.522621562,7.736374368,7.954031667,7.885118794,7.325059939,7.877529632,7.883741732,6.959032011,7.052223307,7.205749456,7.259785804,7.367300378,8.072081627,7.348653406,7.333809402,7.870663313,8.167788777,7.310006966,8.060388097,7.428036704,8.39425437,8.034599141,8.438700089,7.681039855,8.179683346,8.507515013,8.152158243,7.035374087,8.27595355,6.978640234,8.418559253,7.785275179,7.863421119,8.00502132,7.243894665,7.828893337,8.326234141,8.141252851,7.774523699,7.586488637,8.05426175,7.877663419,7.925933235,8.369327748,7.996647347,7.044658771,7.897217959,7.807669702,8.52297233,7.670101465,6.790459993,8.160365604,7.396643539,7.400766692,8.247161415,7.290477723,7.768886457,7.964844731,7.05316444,8.338336909,7.534539437,6.983379798,8.184383725,7.095619224,6.960763637,8.321781798,6.937793504,7.847143248,7.691716376,6.87029793,8.254940495,7.131359724,6.633223096,7.139405061,7.553385458,7.429201273,7.969387254,7.232885817,7.803192899,8.063104293,7.946548841,8.06523157,7.520498454,7.79553077,7.48804155,8.403239824,8.061041075,7.697423432,7.814684156,7.306043249,8.129364365,7.83233776,7.527654152,8.171309453
"3332",5.179978014,5.54820594,4.894363445,5.622191996,5.345846879,5.599202819,5.259299654,5.308737088,4.796832348,5.537964104,5.461037251,4.950511515,4.720094154,5.7723439,5.367087411,5.476786066,5.016522323,4.763162249,5.225841147,4.804272985,5.588919387,5.285185597,5.273756495,5.144415766,5.546521264,5.010285777,4.776964055,5.567404398,4.940537659,5.465642565,5.355035854,5.190921845,5.543623053,4.923708673,5.551989518,5.715669213,5.272515889,4.926060638,5.280069222,5.222022077,5.129299127,5.42465858,5.355957172,5.336013215,4.766503344,5.478888473,5.239395191,4.951889011,5.080417683,4.90636393,4.956252977,5.309853207,5.525632218,5.349946723,4.929823591,5.449887775,5.316158837,5.100465585,5.753236045,5.134018758,4.713216554,5.585743917,5.450351942,5.348011001,5.370983463,5.834587794,5.585002622,4.708588428,5.337450378,4.785432353,5.825525045,5.327247403,5.188821406,5.710447765,4.798024783,5.66939001,5.231316588,5.509916484,5.650010245,5.227756021,5.384925015,5.374603948,5.41117124,5.524647749,5.490058022,4.942385382,5.784042609,5.468546561,5.206939096,5.221681012,4.965630404,5.519065119,5.402371233,5.392624575,5.657997985,5.14919467,5.249798368,5.505655561,4.823490369,5.902288218,5.403246053,5.202433011,5.56882698,4.914162346,4.762754639,5.308837695,4.843580154,5.366488755,5.241559294,4.876222764,5.330054974,5.055008838,5.033811295,5.154558395,5.586674165,5.204544943,5.168826827,5.064511267,5.043367632,5.692257066,5.227584506,5.511955642,5.28695861,5.48089133,5.3442946,5.035281607,5.323594909,5.196975654,5.44916948,5.016774496,5.34896309,5.062162967,5.145488043,5.319603064
"3345",6.409339991,7.175629729,5.824474335,6.945375154,6.355820349,6.769895649,6.382108134,7.3143714,6.045307151,6.807480664,6.903052377,5.970677134,6.178144542,7.160269554,6.883074298,6.945115325,6.736329001,6.13847292,6.222499916,6.17417515,6.417231581,7.198457318,6.858718995,5.781120532,6.692406863,5.899218532,6.064175944,6.812627007,6.099550386,6.71243633,6.965458339,6.419907571,6.834550145,5.905217483,6.854240398,7.081025471,6.315865964,5.738733483,6.324602712,6.244910368,6.602103869,6.722860064,6.689921941,6.916495293,5.966052022,6.710075993,6.686263709,5.750820358,5.787081238,6.068064164,5.895136232,6.387747008,7.042742734,6.336961081,5.953646467,6.453249396,6.977559199,6.368647158,7.062125047,6.358535915,6.304732516,7.283849732,6.757765582,6.724991101,7.066705918,6.9801766,6.994543458,5.574850942,6.927570629,5.812202272,7.447465681,6.604361401,6.519110123,7.04313206,5.924201889,6.867571015,6.909895284,6.773652614,6.684114166,6.281120523,6.971150821,6.593596992,6.776675758,7.192163177,7.075020523,5.987609661,7.073791904,6.706641012,6.563739324,6.517136896,5.943969031,7.17990932,6.471982618,6.315716589,7.04929796,5.882333485,6.247626179,6.746971326,5.900992423,7.285075552,6.759225996,5.733413451,6.968427607,6.03178299,5.950072558,6.633476774,5.970207769,6.757430217,6.740571444,5.629829458,6.948298076,6.02187439,5.586580791,6.112024351,6.707531483,6.562550395,6.870916779,5.992222406,6.48749975,7.033783052,6.637708484,6.823920542,6.376850564,6.665134133,6.471947023,6.701363715,7.014503942,6.671255488,6.591999632,5.967349279,6.870232067,6.615083504,6.42160404,6.804527122
"3371",5.530421987,6.01114271,5.338665539,6.034401605,5.609650927,5.986574419,5.720192577,6.134257278,5.483606926,6.085275407,6.084580803,4.968062766,5.259924126,5.908916953,5.946381162,6.082126732,6.034739411,5.312471974,5.526056833,5.43267925,5.665437576,6.510262602,6.144796286,5.331795196,5.668375106,5.619595633,5.432704741,6.019955324,5.537899089,5.795301703,6.112405253,5.475162184,6.124112077,5.361335184,6.061324731,5.850325943,5.531078798,5.157676947,5.31041093,5.386582409,5.622746517,5.692807367,5.972089434,5.975837651,5.252874189,5.843822658,5.744537611,5.076037339,5.234102685,5.254446991,5.053029735,5.732872085,6.16883986,5.543238025,5.423131751,5.774057821,5.947681391,5.345476309,6.207040893,5.578781904,5.727920198,6.167731174,5.983810936,5.671132557,6.233558429,5.79269475,6.060688329,4.908211122,6.181505155,4.969660402,6.324492047,5.739785941,5.554311367,6.179756626,5.227944082,5.985494749,5.876001571,5.927058133,6.060410883,5.6411937,6.009159669,5.918584887,6.028499266,6.427502526,6.153480931,5.187850451,6.190780271,5.866971666,6.023469215,5.557185056,5.220486666,6.105009379,5.541358757,5.556404836,6.0080002,5.316539229,5.744703089,5.56316189,5.269681182,6.217707204,5.893800189,5.281948575,6.289777609,5.248075211,5.32521733,5.833775425,5.142880561,6.280786949,5.879547857,5.085823632,6.018158032,5.154637436,4.874528917,5.248494796,5.7048188,5.754448543,6.11648493,5.419831607,5.656272163,6.267175901,5.839229049,6.133067876,5.635362411,5.886240539,5.617811276,6.098647956,6.177004389,5.728160768,5.662827091,5.250865946,5.995243277,5.732344673,5.497594286,5.90221781
"3398",4.903294547,5.667063048,4.708201235,5.03156816,5.279685513,5.411767812,5.257406353,5.474474292,4.729930391,5.334862491,5.583645253,4.817415862,4.421182712,5.409773821,5.151280502,5.470114632,5.179166799,4.613658661,4.861089916,4.456204753,4.688739756,5.292689879,5.283447178,4.44089162,5.530539585,4.424424681,4.727109876,5.657175031,4.361787943,5.317621519,5.372059001,4.885046488,5.366421591,4.490988896,5.230151566,4.897909537,4.898970518,4.630872391,5.033195365,4.444853876,4.826595599,5.558205678,5.377490334,5.30435406,4.753221823,4.980198342,5.203532855,4.658692635,4.37672326,4.581637201,4.413110652,5.027899984,5.483970956,5.286521343,4.615518258,5.200697632,5.12083875,4.956761123,5.482203635,4.680555,5.159924665,5.589306128,5.414543816,5.830592275,5.326344033,5.284302228,5.42020077,4.172657167,5.47061921,4.520103532,5.50953642,4.839276139,5.074234466,5.23009267,4.262082684,5.335039261,5.034675301,5.445950216,5.240014201,4.678439715,5.063470789,5.062741897,5.342669022,5.351246619,5.418711221,4.518184461,5.391257916,5.59937321,5.108403558,5.124017753,4.488483055,5.273406911,4.911708549,4.98992267,5.231915255,3.983018259,5.100525979,5.130074351,4.652079125,5.522384255,5.357587336,4.215993691,5.33580614,4.246910339,4.412031105,5.234599065,4.360922416,5.578430391,5.353335415,4.345708047,5.268713772,4.275607978,4.314609004,4.083727808,5.299203507,4.933393779,5.359069179,4.302536248,5.458875295,5.446561928,5.441709311,5.100424086,4.750665401,5.347698086,4.841730882,4.963244426,5.531228445,5.091512584,5.219609779,4.488251764,5.655899415,5.087630443,4.947433668,5.110985164
