"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"16863",1.22301252901518,2.92086637028358,9.09726457086787,1.18203976178244e-15,2.05627636959674e-11,24.909696702924
"3296",1.59476078308704,1.99551195931343,8.12284110329669,2.75585103263748e-13,1.02168389239922e-09,19.7054571038169
"673",1.48582176510425,1.15687735549254,8.12163590445415,2.77419931513284e-13,1.02168389239922e-09,19.699121760484
"14913",-1.15302934865587,2.61157482269403,-8.11517319988294,2.87467861388082e-13,1.02168389239922e-09,19.6651543858885
"12060",1.6758248387581,0.195138411432836,8.11130448978807,2.93654832260064e-13,1.02168389239922e-09,19.6448248355044
"3227",1.27985174646963,4.34413754081343,8.01633892522835,4.94779160355923e-13,1.43452971225861e-09,19.1467552115393
"15625",0.867846708525304,3.82878313547015,7.75450548620986,2.06335901484469e-12,4.5601320046832e-09,17.7836047895439
"2118",0.629182292016193,2.3424481095597,7.75151482509226,2.09709450663748e-12,4.5601320046832e-09,17.7681250098782
"5872",0.845144746591093,3.30270871034328,7.700286991132,2.76767903733959e-12,5.04308059316530e-09,17.5032979291801
"2324",0.987392420225709,2.38317450985075,7.66132361632431,3.41646243068646e-12,5.04308059316530e-09,17.302296253585
"4770",0.482585044257087,4.50777619529851,7.65562976512989,3.52312739886305e-12,5.04308059316530e-09,17.2729542081756
"2634",0.884293393436236,1.39560000679104,7.64096041542907,3.81338501636111e-12,5.04308059316530e-09,17.1973955793905
"15545",1.5439327056751,1.99882574442537,7.63630742134018,3.91031283357164e-12,5.04308059316530e-09,17.1734401113272
"12710",1.18149640440789,0.0259139285746269,7.62042225736834,4.25999074575687e-12,5.04308059316530e-09,17.0916973971768
"11229",1.00590105244939,5.16046629859702,7.6166072775379,4.34848292121634e-12,5.04308059316530e-09,17.072075419251
"8612",0.751952043193319,4.52039943857463,7.5779674577955,5.35407589639296e-12,5.82121901835325e-09,16.873540859139
"11481",1.00613301369534,2.46909437215672,7.45247160593172,1.0494117737099e-11,1.0738568950269e-08,16.231372361574
"504",1.13122285043117,4.71215413537313,7.43185538450737,1.17161007426407e-11,1.09198343411835e-08,16.1262735060381
"6589",0.706138767054656,2.74924876245522,7.42851889238013,1.19266988090646e-11,1.09198343411835e-08,16.1092751888353
"10847",0.939611518031377,1.87494330932836,7.38077190495697,1.53850037129445e-11,1.33818762295191e-08,15.8663494884203
"1701",0.927893879754049,3.74285745722388,7.36655936983402,1.65943223270791e-11,1.37464205334223e-08,15.7941592561538
"16892",0.804996746324897,3.17908618541791,7.21282773637726,3.74820356915389e-11,2.96380678586368e-08,15.016915753046
"10115",0.800932763963565,3.82721921860448,7.16333730691454,4.86525944633864e-11,3.67982840558726e-08,14.76814457741
"3755",1.17878388569433,3.50776772617164,7.07691755357188,7.65865698867277e-11,5.55124987395631e-08,14.3354898002145
"57",1.43146974109312,-0.808096011492537,7.02590020042502,1.00002403129971e-10,6.95856721939587e-08,14.0811412495987
"13160",1.16324750954656,-0.132331969641791,6.98780317972309,1.21982107237762e-10,7.87542816075499e-08,13.8917344808983
"1596",1.03705415731073,1.84791935816418,6.98740870210969,1.22233019280515e-10,7.87542816075499e-08,13.8897756404031
"10056",0.985717190113361,0.246761756141791,6.96223133324563,1.39348281743275e-10,8.65750967573577e-08,13.7648552047207
"14280",1.31604632326721,0.497326924544776,6.93539664779548,1.60200571028058e-10,9.6098245986348e-08,13.6319336888902
"7941",1.11486869757591,3.60114593013433,6.91253049463118,1.80380852297776e-10,1.04596843552404e-07,13.518851915363
"9493",0.840187445804657,5.93373498036567,6.87463049258342,2.1949828204464e-10,1.2317393917576e-07,13.3317950409862
"6016",0.763790234509109,1.76685867418657,6.85410913939789,2.44061963257105e-10,1.29344451414062e-07,13.2307070800912
"9803",1.54993049452328,1.39588233130597,6.85021314189011,2.49023027597445e-10,1.29344451414062e-07,13.211531096064
"4810",1.24499887860425,1.65777258479851,6.84729797101898,2.52800146474943e-10,1.29344451414062e-07,13.1971859895864
"4801",-0.378541623224698,5.73836686973134,-6.81122657932682,3.0448957804898e-10,1.51340019992573e-07,13.0199175116668
"6823",0.637839179740891,2.49825792087313,6.79580379984546,3.29654987159081e-10,1.59296615461649e-07,12.9442566741494
"5810",0.814705613369434,1.92509714123881,6.77891318305016,3.59574726168752e-10,1.69058430714368e-07,12.8614867224498
"12855",1.21046410232287,1.91879797450746,6.76942488204054,3.77542017524354e-10,1.70570711163256e-07,12.8150329998689
"2990",0.761078255711539,5.79825529295522,6.76693517043865,3.82401571359334e-10,1.70570711163256e-07,12.8028486880562
"297",0.575970409685222,7.93601137734328,6.72188443204182,4.81798935514335e-10,2.09534357055184e-07,12.5827417151865
"7439",0.977200170160931,5.52346726666418,6.71285744564008,5.04587094176362e-10,2.14092611958341e-07,12.5387218168306
"12773",0.963555701788461,2.77350173298507,6.68403749567084,5.8469765198905e-10,2.42176198904798e-07,12.3983708349742
"16716",1.14030778277126,-0.0544813328432836,6.66515633782812,6.43856530054752e-10,2.60477399926336e-07,12.3065779296213
"15055",0.95573792417915,0.801048641044776,6.64299850105992,7.20844536759001e-10,2.84995717305899e-07,12.19901469408
"12343",0.696875173205465,4.30433743973881,6.61517424761847,8.30484474549704e-10,3.2104684265037e-07,12.0641902724438
"16687",1.36290562203138,0.516847411798507,6.60529395091799,8.73247993087691e-10,3.25259586898357e-07,12.0163808829922
"12764",0.379116493532388,4.89950497673881,6.6040515370984,8.78776763866565e-10,3.25259586898357e-07,12.010371483883
"11384",0.623231945817814,3.3157163188209,6.59989460318946,8.97527368290536e-10,3.25278877057962e-07,11.9902689358652
"2199",1.31258419441194,1.24270619028358,6.58879704325541,9.49539238856278e-10,3.37105808145792e-07,11.9366325173138
"14616",1.07478308215789,0.242372303925373,6.5758002643732,1.01423978313341e-09,3.51383881189815e-07,11.873873165852
"12177",-0.411999276406882,5.06223036462687,-6.56938336522117,1.04776831126533e-09,3.51383881189815e-07,11.8429094707299
"14905",1.46400172576518,-1.25973083727612,6.56889690161581,1.05035420912108e-09,3.51383881189815e-07,11.8405627275328
"1803",0.711297574924088,2.88678567512687,6.55245691459088,1.14154239875992e-09,3.74684369223161e-07,11.761305222615
"8279",0.723494427551618,6.6271162229403,6.54476481828196,1.18684651501966e-09,3.78723612070469e-07,11.724255205895
"10204",1.02548838095344,0.610949021261194,6.5430161877103,1.19739012783834e-09,3.78723612070469e-07,11.7158356996266
"8630",0.867441140518218,1.03809924722388,6.5198480425071,1.34611462131415e-09,4.13109623107725e-07,11.6043886175815
"6560",0.809213594892714,5.84660326363433,6.51587789320336,1.3733670928199e-09,4.13109623107725e-07,11.58531053614
"4774",0.932224113114374,3.53119315227612,6.51530436044753,1.37734870891286e-09,4.13109623107725e-07,11.5825549718332
"5130",0.886033129379554,3.66050030250746,6.50562773445071,1.44626740172422e-09,4.24443082163565e-07,11.5360814507212
"12326",0.687080240461538,1.59990948036567,6.50225623416817,1.47106938160968e-09,4.24443082163565e-07,11.5198974041388
"2577",0.781417497258096,5.72204571741791,6.4988245456346,1.49674451946167e-09,4.24443082163565e-07,11.5034287527629
"3054",0.565309127232794,1.49023325898507,6.49671698972402,1.51273115050247e-09,4.24443082163565e-07,11.4933167645394
"5757",0.645421180905871,4.07549647722388,6.48809704754959,1.57988683006064e-09,4.36249385646586e-07,11.4519756754568
"10182",0.68645169416498,1.76881847944776,6.47414353366985,1.69487271664109e-09,4.60687590292007e-07,11.3851133618168
"7138",1.68222225523482,0.0905062143656716,6.46755606995684,1.75198545333264e-09,4.68885214556531e-07,11.353572819559
"11872",1.16336958353138,1.3301022171791,6.46187944092865,1.80271939034284e-09,4.75153129006121e-07,11.3264063235786
"10333",-0.40878931561235,5.61802759281343,-6.45153648103583,1.89890617883268e-09,4.93035401298109e-07,11.2769393061911
"14348",0.638678773853237,4.20545347055224,6.42973234339377,2.11854643561423e-09,5.41974026381546e-07,11.1727889254615
"1139",0.388274047820848,2.80024770808955,6.42319926569986,2.18909912185419e-09,5.46329973772836e-07,11.1416177353233
"1636",0.571275813145748,2.9387121794403,6.4216944166538,2.20567554758562e-09,5.46329973772836e-07,11.1344399574875
