"","DLDR_0058","DLDR_0107","DLDR_0072","DLDR_0085","DLDR_0120","DLDR_0176","DLDR_0117","DLDR_0132","DLDR_0016","DLDR_0127","DLDR_0135","DLDR_0034","DLDR_0071","DLDR_0153","DLDR_0133","DLDR_0180","DLDR_0121","DLDR_0003","DLDR_0062","DLDR_0019","DLDR_0039","DLDR_0139","DLDR_0162","DLDR_0027","DLDR_0159","DLDR_0011","DLDR_0026","DLDR_0164","DLDR_0014","DLDR_0168","DLDR_0129","DLDR_0059","DLDR_0158","DLDR_0065","DLDR_0136","DLDR_0122","DLDR_0053","DLDR_0035","DLDR_0079","DLDR_0049","DLDR_0057","DLDR_0183","DLDR_0174","DLDR_0137","DLDR_0070","DLDR_0116","DLDR_0190","DLDR_0029","DLDR_0008","DLDR_0004","DLDR_0033","DLDR_0038","DLDR_0142","DLDR_0043","DLDR_0024","DLDR_0102","DLDR_0092","DLDR_0140","DLDR_0150","DLDR_0055","DLDR_0088","DLDR_0151","DLDR_0101","DLDR_0179","DLDR_0143","DLDR_0095","DLDR_0156","DLDR_0032","DLDR_0182","DLDR_0064","DLDR_0094","DLDR_0046","DLDR_0109","DLDR_0106","DLDR_0030","DLDR_0110","DLDR_0123","DLDR_0171","DLDR_0105","DLDR_0061","DLDR_0084","DLDR_0175","DLDR_0126","DLDR_0146","DLDR_0145","DLDR_0001","DLDR_0154","DLDR_0166","DLDR_0089","DLDR_0078","DLDR_0013","DLDR_0124","DLDR_0042","DLDR_0114","DLDR_0096","DLDR_0012","DLDR_0115","DLDR_0076","DLDR_0002","DLDR_0097","DLDR_0178","DLDR_0006","DLDR_0155","DLDR_0023","DLDR_0020","DLDR_0100","DLDR_0022","DLDR_0161","DLDR_0074","DLDR_0018","DLDR_0170","DLDR_0063","DLDR_0028","DLDR_0048","DLDR_0080","DLDR_0040","DLDR_0187","DLDR_0021","DLDR_0189","DLDR_0141","DLDR_0131","DLDR_0108","DLDR_0060","DLDR_0177","DLDR_0056","DLDR_0191","DLDR_0152","DLDR_0192","DLDR_0181","DLDR_0069","DLDR_0169","DLDR_0186","DLDR_0036","DLDR_0130"
"4279",4.647046216,5.489574073,4.243325967,5.647088128,5.213722251,5.477705946,4.991906935,5.569679115,4.197685409,5.167227578,5.175587424,4.317978398,4.552066188,4.912016192,4.788173955,5.022959572,4.907275341,4.578658951,4.777688524,4.712119747,4.72027533,5.619474909,4.830490119,4.932377372,5.018572908,4.380620328,4.60252809,5.011839913,4.546106234,4.998474333,5.363572536,4.806713014,4.642860926,4.374253174,5.265764483,5.650182384,4.717472535,4.326301135,5.135033631,5.169820469,4.649491372,4.916582343,4.812991936,5.119201826,4.386834457,5.861897661,5.134888231,4.123655359,4.406318042,4.290885002,4.597408388,4.65777651,4.55874996,4.550755994,4.413793886,5.586779253,5.505636636,4.905492453,5.27342829,4.249414193,4.589859273,5.078032866,5.09072614,4.584266076,5.243024402,6.077246574,5.345281035,3.992555161,5.393906145,4.24798685,6.06858274,4.562166548,5.415084003,5.770568758,4.471101778,5.117424798,4.992764001,4.834969638,5.420586447,4.615585104,5.020186691,4.409822012,5.069414774,5.089317303,4.630880086,4.598120957,5.44357511,5.098060912,4.497718493,4.710850241,4.644813927,5.608548502,4.624919193,5.423819196,5.826411972,4.250639934,5.021363995,5.608565131,4.426560603,6.117372474,5.03295068,4.751115453,5.119210011,4.813892663,4.187713806,5.749648296,4.205688201,4.619402172,4.748063932,4.350954217,5.115602557,4.685252218,4.275463713,4.734118457,5.498924786,4.949146748,4.843222353,4.270652187,4.41156958,5.112290299,5.245933815,5.450489688,4.772797302,4.915112386,4.888376078,4.972448253,5.056265222,5.007854655,6.194240124,4.431064291,5.121091758,4.721811049,5.226573897,5.177729656
"4297",8.131044992,8.563942761,7.655235429,8.665939141,8.241091554,8.435052209,8.163349365,8.453918321,7.841991668,8.464559026,8.405717621,7.687565398,7.800691981,8.484021042,8.459154577,8.353295931,8.567205341,7.889721096,7.988090881,7.823473573,8.244854104,8.612183361,8.432020552,7.608190675,8.379854808,7.727625026,7.623719348,8.541885037,7.795386832,8.423954324,8.64127939,8.086136381,8.463851448,7.686562485,8.422338828,8.637277621,7.955482539,7.705098752,8.186039633,8.167825684,8.322493907,8.525342158,8.519670345,8.491451198,7.734546577,8.377593038,8.292719886,7.545119128,7.835248521,7.764576293,7.591466328,8.103868959,8.763342585,8.31129787,7.763556189,8.11521264,8.609524382,7.747574753,8.554770481,8.028309317,8.237451509,8.612904968,8.448324261,8.539878556,8.665494218,8.409467755,8.553333089,7.519414707,8.453736483,7.707418469,8.758150084,8.337087468,8.259895612,8.56539616,7.69676663,8.284276147,8.69777619,8.48824648,8.539172514,7.981932711,8.440934224,8.296155724,8.677102693,8.705784526,8.687562263,7.706734384,8.568331141,8.331118113,8.327471425,8.291445662,7.698215304,8.367362079,8.288424366,8.01994345,8.7134702,7.687222964,8.274724053,8.295379028,7.753175313,8.746284983,8.367411454,7.749303184,8.594332348,7.660271683,7.730955269,8.336275765,7.562766751,8.645564827,8.389967938,7.773255605,8.516566326,7.550110726,7.610652226,7.756819312,8.440607312,8.31669492,8.553214222,7.836004282,8.314568885,8.660635582,8.410276803,8.445969286,8.124478343,8.423239585,8.143368794,8.488311018,8.686996646,8.350013543,8.465166846,7.771052787,8.568191667,8.331366683,8.376928222,8.45470543
"4361",5.759799368,6.587612981,5.286940743,6.157335375,6.03904372,6.098388423,6.017302184,6.142727136,5.240919614,6.007495958,6.096398166,5.462433486,5.365097295,6.158965717,6.12236401,6.026374236,6.102390144,5.261888168,5.79771282,5.334542429,5.719495284,6.328724482,6.139470225,5.369498432,6.14466791,5.373654138,5.458095378,6.037504796,5.376327365,6.106452243,6.1832367,5.684037937,6.22967541,5.446089259,6.234426888,6.138868313,5.740341948,5.339625248,5.644001459,5.83172194,5.636676094,5.990771351,6.127223224,6.249598463,5.548373762,6.199578872,5.990999304,5.238102742,5.28012125,5.240320121,5.162703855,5.684307732,6.020292325,5.748079986,5.545988499,5.833739848,6.047832559,5.40469972,6.22293852,5.715788277,5.42003009,6.306209089,5.995977094,6.004783505,6.112963861,5.892853728,6.233212883,5.246569561,5.864041944,5.251547596,6.297283414,5.839912669,5.971421132,6.355192796,5.273285032,6.1237436,6.07389661,6.168759236,6.095447697,5.649402514,5.941166692,6.010165203,6.191922631,6.180284826,6.18607332,5.267212073,6.136611296,6.172954166,5.865622016,5.922524225,5.185266555,6.128373372,5.824197898,5.882549286,6.119370014,5.38304559,5.922252083,5.699966377,5.0757895,6.195164635,6.200075795,5.220485739,6.227818301,5.271177307,5.31537794,5.695328655,5.318675007,6.266117833,5.898099087,5.445944313,6.053306634,5.33536272,5.288162334,5.41489411,5.883899557,5.842834006,6.005734748,5.375551045,5.790081203,6.440616165,5.860224981,6.07519268,5.796621541,6.22420443,5.706864679,6.176373926,6.258943491,5.970096596,5.889385542,5.370346448,6.246477083,5.911301359,5.765215962,5.931984334
"4406",4.083544078,3.082927069,4.118054773,4.470049384,4.626226484,3.667662938,3.872058199,4.767027785,3.709555218,3.414641565,3.510454574,3.887344044,3.797297168,2.930473096,3.516663767,3.3822338,3.722225347,3.903339907,4.099356416,3.707012856,3.425386488,2.821043902,3.626706313,3.811571894,4.092677651,3.525936526,4.299585757,3.277338358,3.888004352,3.531581768,3.578039716,4.083932506,3.594813751,4.096648341,3.018386505,3.653983954,3.849547959,3.775147605,4.049476735,4.801162418,4.14748166,3.899903601,3.564782177,2.572713473,3.727984532,4.343938016,3.443573749,4.12899868,3.950847781,3.935152353,4.511165879,4.073625196,3.03175144,4.638042391,4.241524944,3.698641676,3.922602872,3.945927317,3.342622796,4.185194632,4.568233889,3.002563621,3.920328356,3.782811755,3.366266199,3.848558746,3.340257135,3.739874117,4.020496145,3.971100937,3.494042644,4.100611757,4.1945643,2.732506146,4.578215523,3.932162607,3.671367383,3.310206537,3.58633895,4.147924998,3.231024886,3.903838302,2.902904437,3.732731558,3.502188863,4.178300661,3.332597881,4.380633183,4.025058962,3.776604687,3.665043252,3.602072784,4.617434377,5.076597081,3.280650921,3.365529854,4.509935795,4.539912944,3.95731603,4.27972893,3.853797839,3.777775821,2.917113302,3.852697989,3.814316697,4.089457164,3.893967263,3.370608782,3.652119846,3.459364829,3.723087165,4.345655475,4.41064634,4.224877691,4.655097522,3.53628362,3.92442548,4.270652187,3.972037519,3.197362384,4.074298446,3.878031665,4.481764669,4.009482336,4.314325423,3.635533978,3.191258372,4.690474392,5.889385542,3.813195797,3.181521641,3.720183643,4.264269717,3.653585224
"4419",6.451215346,7.796842035,6.232572911,8.160148702,7.20143671,7.272266972,7.361765042,7.568107836,6.473882416,7.131285232,7.101782276,6.078027605,6.218121018,7.70336077,6.962786297,7.188065016,7.273899746,6.393585621,6.670723285,6.390297853,6.597011277,7.236892041,7.820748444,6.179509111,7.035916001,6.507598275,6.195060972,7.660246356,6.499170694,7.212479382,7.469854306,6.314162064,7.855391281,6.21951955,7.251291562,7.181897139,6.666253986,6.072458734,6.62179186,6.357473403,6.408081724,6.924475184,7.439860619,7.336572291,6.105843204,7.327772373,6.844201262,6.114930031,6.135205404,6.51938382,6.362286393,6.833639647,7.326953663,6.354249425,6.22797288,7.226466628,7.387805279,6.632357457,7.617432257,6.520197368,7.297005655,7.962265095,7.58899374,7.004152266,7.095493605,7.865834304,7.659162472,6.076958701,7.249278055,5.997494611,8.227469058,6.587024732,7.462605053,8.009329805,6.396223111,7.156330654,6.965666561,7.565678329,7.789883919,6.576299186,7.662968393,7.218501723,7.724440974,7.473511006,7.46858047,6.191245828,7.791232797,7.580322898,7.153433766,7.085619463,6.369691126,7.570436036,6.37100108,7.129927997,8.120427321,6.81553206,6.835725237,7.078119388,6.318561707,8.321089901,7.428123923,6.366120961,7.650147391,6.170945737,6.539532324,7.254694282,6.010267819,7.714043626,7.219885387,6.14062099,7.637717856,6.291667828,5.862314559,6.554628319,7.260524125,6.487224168,7.187069493,6.272665719,6.705243258,7.326875661,7.172892553,7.507812669,6.744029097,7.371789893,6.625654587,7.005888763,7.225497833,7.084068927,7.908806333,6.322162914,7.463828316,6.867497693,6.536377393,7.255200796
"4461",6.28180617,7.097417343,6.143535198,6.845660253,6.649491192,6.80798882,6.626854047,6.679507874,5.86856533,6.660452984,7.087050749,5.773173024,6.052446149,6.753462434,6.784244962,6.61549927,6.307839324,6.08958634,6.342564753,5.714666429,6.466413756,6.962434348,6.911229822,5.951563538,6.713794917,5.922317545,5.924130851,6.889533832,6.12168532,6.708802335,6.83341242,6.314162064,6.993412677,5.875790388,7.11197701,6.906539842,6.49381453,5.9619239,6.210178082,5.994236397,6.191960013,6.584537329,6.589376054,6.99508813,5.908806357,6.877731535,6.551206743,5.970610984,5.844061315,5.983659931,5.865317944,6.523960207,6.777365493,6.386537234,6.037102699,6.742348961,6.749647995,6.421742204,7.005478394,6.365797057,6.33523265,7.107521463,6.633479126,6.626713584,7.061851623,6.974941309,6.944659517,5.721907571,6.788705777,5.751465526,7.395170136,6.534515182,6.490050508,7.277660349,5.930280669,6.952635929,6.811465086,6.766619964,7.066099501,6.333006068,6.840387256,6.740998184,6.822021334,6.958151672,6.974116835,5.992288676,6.890538231,6.695393864,6.438109004,6.335139062,5.67505253,6.794891698,6.419150093,6.632289242,6.914382894,5.95440316,6.559227969,6.407738059,5.764051902,6.994382507,6.78819675,5.897622953,6.917445989,6.019556687,5.890019213,6.436439927,6.091872325,6.824043738,6.665092681,5.689025251,6.945628066,6.036067274,5.816297793,6.200155261,6.730237445,6.427562246,6.678817228,5.742001948,6.525701,7.148695945,6.644640365,6.893703823,6.29510539,6.815036141,6.427411498,6.852328524,6.901639181,6.529615089,6.531443483,6.108715442,6.892914257,6.777252455,6.375678835,6.839304513
"4463",5.247215702,5.640361163,5.317112271,5.776829462,5.155180053,5.34738189,5.356247193,5.303710271,4.781897483,5.474557562,5.992723366,4.733700126,4.897685624,5.871197287,5.781518609,5.532281178,5.417543243,4.990247972,5.452993371,4.848232274,5.489932719,5.764148967,5.676281912,4.888035736,5.348603134,4.866841154,4.813958262,5.561351123,5.232629463,5.468510747,5.903874909,5.107609089,5.870010796,4.89791679,5.794383811,5.781095872,5.311775319,4.890289507,4.954687407,5.270418902,5.027247855,5.396831255,5.576799142,5.830994349,4.998073695,5.139554101,5.252954454,4.9458463,4.932319044,5.125877677,4.61956153,5.376450955,5.830383875,4.9469246,5.041825109,5.328227168,5.852249683,5.2010864,5.901716072,5.292915831,5.021284714,5.766525948,5.579929658,5.455352555,5.642106062,5.493330642,5.795412289,4.891162828,5.581351356,4.633611199,5.668752708,5.455726032,5.054520314,5.754232333,4.94135901,5.032047348,5.825560753,5.771144887,5.653373172,5.209365778,5.647643421,5.30647078,5.704987629,5.866372442,5.909873381,5.121059969,5.52250245,5.494734814,5.833321525,5.303268547,4.626174197,5.661114814,5.333233512,5.197564135,5.489286046,4.937906059,5.178612951,5.022360534,4.865650042,5.137217286,5.521141292,4.994350916,5.874568779,5.095942734,4.977628281,5.205744202,5.008414646,5.622860492,5.379976848,4.546541903,5.609600768,5.190610325,4.534240285,5.121836074,5.296002851,5.501984469,5.419190172,4.638585451,5.193300187,6.1678459,5.268547053,5.734562958,5.162563192,5.401499729,5.350365919,5.40515279,5.652751615,5.483308896,4.769742295,5.086807822,5.507018557,5.439784922,4.908029884,5.466671452
"4489",3.848509152,4.754477255,3.813933175,4.653245607,4.359638015,4.74288722,4.275293176,4.571771494,3.789384241,4.989831327,4.870732842,3.400440558,3.738536759,4.579211507,4.624723513,4.016105901,4.219887903,3.679375066,4.069912639,3.939601045,3.812409611,4.770881107,4.882426257,3.624654903,4.322683257,3.864855338,3.689321046,4.658120751,3.938757653,4.484184625,4.62376699,3.86465046,4.394759667,3.632603501,4.810449286,4.67957233,3.743106262,3.36446213,4.263105215,4.083287585,4.031772778,4.221221548,4.635426872,4.283628635,3.721179354,4.447676397,4.327899429,3.667899399,3.629756274,3.556202154,3.496277254,4.063860725,4.56717448,3.958275524,3.687888778,4.438625462,4.877078946,4.044012317,4.663719127,3.833722261,4.757568021,4.911589961,4.394770142,4.73795752,4.694480557,4.251275974,4.566478876,3.730319811,4.824300059,3.576081331,4.801519582,3.814877511,4.304867622,4.644391651,3.704176482,4.375076007,4.629586279,4.499046398,4.561494879,3.876756165,4.98559988,4.542679171,5.123102644,4.950266416,4.962247876,3.798419607,4.849797054,4.469747306,4.686350508,4.013210967,3.338542428,4.633257489,4.016436526,4.271693638,4.64825659,3.939485364,4.285528155,4.697633805,3.840032508,4.801426537,4.080568701,3.605308625,4.675742184,3.770776265,3.778954754,4.024848083,3.438211303,4.567703985,4.534819893,3.516508736,4.704255491,3.949486869,3.344637799,3.899443652,4.404747871,4.056061952,4.566246007,3.946707747,4.417386907,4.611392063,4.378663979,4.808692461,4.08618953,4.384597669,4.096842329,4.460166892,4.628414278,4.077376102,4.382162792,3.887024209,4.790111201,4.541889252,3.73695211,4.6954054
"4491",4.57449319,4.997399537,4.691546562,4.775701034,4.510115254,4.604131745,4.599091258,4.580110794,4.326775497,4.629710646,5.051574902,4.573235453,4.650969794,5.019373601,4.868017976,4.342606726,4.005319975,4.5588414,4.297455924,4.542831837,4.56913846,4.687944766,4.793667597,4.675711011,4.485277761,4.563153423,4.389053734,4.907540244,4.498566676,4.803275561,4.887196168,4.303059231,4.942942318,4.267517824,4.814062047,4.732306142,4.347816988,4.489268586,4.063796407,4.745182746,4.505101463,4.543637782,4.551311537,4.727371718,4.482494809,4.572663173,4.412495438,4.575034705,4.627663895,4.464992283,4.804975039,4.693044145,4.810119734,4.316819943,4.640640448,4.534840777,4.853008398,4.98525973,5.121788642,4.6027951,3.791293144,5.118040839,4.49532647,4.276626368,5.036837416,4.650763689,4.80395258,4.648984976,4.584153613,4.426600432,4.717803846,4.527815043,4.542136654,4.791733368,4.520289328,4.555874842,4.497950983,4.574622173,4.852302687,4.440588499,4.723065455,4.525656023,4.879697045,4.885583046,4.942034656,4.49639107,4.676552282,4.687674771,4.226416471,4.337561724,4.588156318,4.968552329,4.647143432,4.87208618,4.956829939,4.502178701,4.18619413,4.265374566,4.72004472,4.610202134,4.774942418,4.463447542,5.095883794,4.661365048,4.733497463,4.357747295,4.651133044,4.751649971,4.599029528,4.27018527,4.515516493,4.484608631,4.205782804,4.480891669,4.496835438,4.683237145,4.55936783,4.617615677,4.512852916,4.930292465,4.528586762,3.79144398,4.377302041,4.523425374,4.49233759,4.786667717,4.44208372,4.418745285,4.446909973,4.547404209,4.495387464,4.489353589,4.423217492,4.725462634
"4514",2.149777777,1.237901729,1.193923727,1.237388627,2.04379725,2.617843817,1.923110866,1.756028786,1.862189549,1.968841812,0.43179763,2.195182484,1.748497869,0.954720642,2.04919483,1.143162637,2.040238392,1.80245655,2.046349167,2.14237034,1.985906847,1.679382753,1.979515512,1.844074533,0.957942078,1.58984829,1.928678869,1.769082031,2.018446541,2.03182159,2.031680054,1.937684087,1.295695539,1.763337978,1.148087029,1.922071588,1.892012967,1.512984655,1.844961805,2.231221014,1.570834428,1.423598164,1.165745157,1.429122619,0.422930255,2.99962384,2.202135572,1.071881709,1.707098362,1.354568293,1.958427349,2.137861307,1.552399128,0.164424866,1.797261306,2.311037407,2.734493926,1.924012541,1.053578063,1.907722843,2.095512652,1.352012779,1.958130389,0.09410133,1.793848952,2.447628193,0.721347303,0.854252138,2.390708445,1.377473575,2.39997432,1.588161757,2.616137235,2.416818991,1.755291798,1.396109707,1.705500068,1.390824997,2.05660597,1.545475071,1.427882215,1.683640094,1.134911947,0.947831487,0.187147153,2.60424706,1.165590363,2.227210812,2.427329165,1.64195516,2.704670327,2.466051989,1.538389229,2.804279435,2.720692427,0.529699764,2.133838725,2.534695234,1.686462119,3.811342006,2.178354592,2.020346125,1.434877103,2.373994176,1.567262221,2.719345536,1.389681409,1.214332842,0.838023346,1.353570165,1.474119872,1.414633217,1.473766426,1.282538259,2.626078628,1.497527576,1.000031137,1.391698468,1.391022203,0.842829624,1.366136881,2.176424245,1.723935035,2.003168562,2.504639186,1.45689176,0.768636278,2.183840252,3.227529442,1.788889891,1.385290097,1.643266272,2.044275792,1.38428406
"4572",8.529977958,9.265534734,8.175140065,9.170167084,8.774437206,8.994573467,8.786599749,9.168360997,8.310606692,8.908279171,9.021545623,8.09988552,8.300408929,9.031179975,8.741474266,9.202098264,8.971900896,8.232635505,8.390458994,8.211167405,8.577449373,9.065005523,9.173498989,8.115306408,9.112272193,8.325189939,8.108516377,9.135574014,8.387299729,9.044010562,9.187349947,8.645087186,9.110733434,8.114080275,8.770758679,9.029499021,8.388375733,8.06110851,8.897998218,8.009910717,8.513079271,9.044270816,8.951341863,8.876878632,8.194342947,8.987420038,8.797891787,7.953207487,8.107133267,8.165899195,8.085971131,8.529624593,9.132313984,8.74267448,8.119348983,8.942787549,9.063240568,8.270390587,9.084284051,8.533255353,9.215571997,9.328626853,9.131391103,9.052730356,9.096562048,9.354590778,9.063104371,7.811000136,9.177413058,8.057886059,9.628861221,8.514619721,9.090881239,9.161193075,8.192345876,8.816269399,8.944179724,8.951296292,9.11646452,8.488370964,9.029463527,8.869042757,8.981946591,9.212971332,9.152244277,8.005271178,9.165897723,9.101260331,8.968554875,8.844185475,7.987153955,9.231391941,8.590569093,8.696533621,9.425558688,8.255878311,8.736077661,9.008548013,8.035575044,9.713283386,8.861587714,8.228870816,9.070305397,8.003264564,8.22251534,9.185874161,7.968143487,9.181778937,9.039705408,8.093864228,9.113522532,8.09572342,8.066735366,8.175545411,8.928180622,8.595351117,9.125171712,8.161694769,8.809980761,8.909995051,9.004783263,9.10529321,8.521826291,9.099351984,8.557340514,9.016077626,9.39636792,8.929029477,9.137750886,8.30006681,9.207732434,8.882944352,8.737060221,9.001079755
"4619",5.298169617,6.246226594,5.103964313,6.186499051,5.286118947,5.907439049,5.513635954,5.72815873,5.024521402,5.874405181,6.040402973,4.821283679,5.077028699,6.033671984,5.836258348,5.781640647,5.619964244,5.016639471,5.189144113,5.028258665,5.571734014,5.628398824,5.914741455,5.141512958,5.743404394,5.281382455,4.942880009,5.829935333,5.170281086,5.494070973,6.036136947,5.328688178,6.058940458,5.046174102,5.733367549,5.830306727,5.257126995,4.991299986,5.334233061,4.759382615,5.051218418,5.936791631,5.871614671,5.899190269,5.058711638,5.587551799,5.791750431,4.864897192,5.197894152,5.152524517,4.925462585,5.445759842,6.077436232,5.481640834,4.975672774,5.857614779,5.961818643,5.486722235,6.260833036,5.401122828,5.575220319,6.27779145,5.686363691,5.875461043,6.13161564,5.948857549,6.116606001,4.834322036,6.06463947,5.039981098,6.477774872,5.312646949,5.694075397,6.083330386,4.969180438,5.487141369,6.068862777,6.017856564,6.067990734,5.129459805,5.745387123,5.71589103,5.968168732,6.036440689,6.236736435,5.190567391,6.208393859,5.719316327,5.481598827,5.630145858,5.046361676,5.990676704,5.31020517,5.365338749,6.185522349,5.492528531,5.238175384,5.750351324,5.067785623,6.043582214,5.835039781,5.368146745,6.036475605,5.043235684,5.307954107,5.808408705,5.013351161,5.923212139,5.829870411,5.153438329,5.732411618,5.018304245,5.010160027,5.281191833,5.871051725,5.471402507,5.934428028,5.004390274,5.699883394,6.121876347,5.820986087,6.019138484,5.156263204,5.855027169,5.493023771,5.881325296,5.999539286,5.693566987,5.935241231,5.10660983,5.972190402,5.638966135,5.39389562,5.796964489
"4661",4.184499156,5.65377388,4.304845541,5.420369781,4.88968341,4.991849361,4.544240913,5.21009722,4.45658763,5.212048632,5.408287685,4.099686486,4.286375234,5.129979088,5.036037926,4.70273982,4.840406773,4.446851964,4.148474183,4.372667959,4.396396329,5.273855473,5.462598399,4.270671438,4.930524015,4.203379943,4.06948106,4.795108504,4.296570283,4.87420573,4.945221215,4.32078298,5.191226273,4.216262165,5.137072208,5.251044597,4.553298963,4.42959976,4.694339942,4.149477864,4.447563053,4.716379913,4.79481601,5.082342648,4.102574009,5.245988134,4.825719367,3.76032033,4.257295445,4.284015013,4.406755157,4.251905857,4.852092004,4.323857494,4.124287269,5.107054785,5.376504394,4.86772341,5.457460238,4.268910368,4.611165283,5.658763346,4.951898435,4.904165539,5.377249249,5.345853928,5.175147053,3.867387541,4.782619303,3.999613625,5.735142914,4.261300069,4.765815473,5.259327613,4.373351987,4.752550094,4.875425069,5.148033811,5.189947204,4.273616815,5.266443005,4.87388508,5.38942712,5.628642399,5.284677691,4.49639107,5.301602729,4.858745951,4.969999944,4.318065549,4.376956311,5.068567383,4.479743234,4.718825992,5.221441923,4.441056911,4.948344566,4.839798707,4.652079125,5.593061001,5.04836012,4.245679821,5.315754462,4.079023248,4.127133741,5.115546393,4.055839992,5.108122825,4.791456527,4.130742081,5.189682318,4.341089981,4.292370489,4.241588631,4.898217913,4.31707436,4.882329744,4.503370104,5.26280123,5.112290299,4.896974168,5.421951933,4.268580081,4.887954971,4.09322655,5.091273815,5.209780528,4.58783948,5.393939959,4.403885558,4.997147825,4.938849372,4.56247909,4.985306412
"4719",4.735972823,5.6703663,4.484773511,5.700392749,5.064528691,5.34502839,5.049934975,5.092603657,4.471557363,5.00931105,5.461037251,4.600499793,4.497982933,5.51135442,5.034003095,5.210753332,4.88649186,4.570764568,4.780287976,4.624550696,4.751136294,5.092271786,5.438947131,4.567406002,4.808110084,4.513314442,4.38149044,5.168717729,4.596651676,5.123839835,5.308633621,4.435853633,5.352890941,4.402042702,5.413584253,5.114243677,4.831997964,4.55674504,4.813529297,4.798414426,4.522353627,4.845514472,5.299063687,5.344932533,4.347604682,4.995164192,5.163888103,4.461024884,4.366721868,4.68434425,4.760807455,4.742850862,5.368215629,4.704257992,4.510412076,5.232348518,5.478360022,4.533304371,5.513933007,4.84805163,5.224548823,5.797653262,5.617162564,5.058062111,5.517166375,5.448707651,5.550617001,4.654047069,4.922043761,4.566583634,5.749267314,4.787421679,5.222940784,5.561147119,4.613902378,5.26192436,5.159259222,5.428232686,5.497445901,4.581671025,5.462428549,5.374603948,5.292002536,5.622548641,5.706221718,4.669971242,5.527613863,5.265049568,5.143954311,5.043205707,4.513040159,5.242810274,4.602347232,5.098857041,5.759215498,4.723654835,4.844854728,5.066415714,4.369100551,5.724805256,5.166046333,4.49345268,5.605628154,4.506444472,4.669283158,5.166350764,4.451002856,5.2873397,5.219034323,4.392250633,5.050824221,4.572923518,4.281121348,4.644809241,5.208489943,4.648280269,5.092267167,4.530548836,4.576628826,5.714954801,4.684705964,5.469205994,4.553832526,5.23367363,5.000720405,5.116401214,5.154316794,5.107059018,4.649133612,4.42656991,5.358871749,4.963819717,4.660582421,5.068064297
"4747",5.564121506,5.912769656,5.431858508,6.228343487,5.890739169,6.117818953,5.806887027,6.079428268,5.17156743,5.968219827,5.89912209,5.11709717,5.015112507,6.078497183,5.845569844,5.687003773,5.590282476,5.33128489,5.594121108,5.354275648,5.629347813,5.38685145,5.987689444,5.010821791,5.758452197,5.198657533,5.177152547,6.236766713,5.220959469,5.951069392,5.766859029,5.517276273,5.955306746,5.266258378,5.493110853,5.75867374,5.729231419,5.273282753,5.482835837,5.35513781,5.261033145,5.321408037,5.984170691,5.92618535,5.098641172,5.53321795,5.695727304,5.300996307,5.360435605,5.596962933,5.196256415,5.615789269,5.936611501,5.678409864,5.160717726,6.085553716,5.934838324,5.350961849,5.966551711,5.548790445,6.458742496,6.116807239,6.355177963,5.721155164,5.952278315,5.986508303,6.108749235,5.167356383,5.984889476,5.026188497,6.143829954,5.495052352,5.731802536,6.056933857,5.356898055,5.936737409,5.821974931,6.408359656,5.719036156,5.580955934,6.279758709,6.334844491,5.991450247,6.06817446,6.269549677,5.392850198,6.085537111,6.035376921,6.367182592,6.004089577,5.114813559,5.994919927,5.46626485,5.772608203,6.050037993,5.415183324,5.805033623,5.736783559,5.087712667,6.009534733,6.02420999,5.178005844,6.123253603,5.305151288,5.330111975,6.269874539,5.187240552,5.812479994,5.681249377,5.147420822,5.830225082,5.38055655,5.04049819,5.237429008,5.756962941,5.260328949,5.663263488,5.266616674,5.613836897,6.009315541,5.761646108,6.125221793,5.422626032,5.734428038,5.544241118,5.871519344,5.795009725,5.930450152,5.458172286,5.268552446,6.071941227,5.87811791,5.402645882,6.070575516
